ra,dec,phot_g_mean_mag
333748,-52196,76
333825,-52701,77
333959,-52159,78
339510,-52771,76
339785,-52692,66
341326,-52219,76
341631,-52966,78
345220,-52754,38
345685,-52965,70
346836,-52603,73
351175,-52703,74
351653,-52721,54
352358,-52679,66
356427,-52234,78
356949,-52204,71
358053,-52332,76
359030,-52788,68
359733,-52746,48
359884,-52844,77
9,-51894,80
1160,-51583,67
1401,-51261,69
1979,-51258,79
6191,-51045,67
6409,-51403,73
7758,-51953,78
13169,-51550,77
14685,-51265,70
21248,-51119,80
21738,-51520,73
21776,-51965,80
22370,-51503,75
22758,-51216,76
26163,-51020,74
26813,-51801,79
27208,-51632,73
28994,-51608,35
29252,-51765,60
31398,-51991,74
32440,-51731,67
34128,-51512,36
35728,-51092,59
36658,-51704,74
37595,-51378,73
37599,-51708,79
38477,-51094,61
40133,-51789,79
43416,-51507,79
43720,-51954,78
46139,-51322,74
46834,-51460,68
48296,-51101,78
49644,-51297,79
50720,-51312,78
50763,-51555,70
51151,-51063,66
54415,-51798,80
56303,-51260,76
58917,-51799,77
59725,-51091,78
60065,-51565,56
60764,-51647,71
60907,-51932,80
61338,-51372,74
63450,-51593,70
64007,-51486,42
64164,-51602,77
65232,-51044,76
66352,-51936,78
66896,-51296,80
69768,-51673,60
71530,-51903,79
72863,-51726,64
73911,-51981,77
74162,-51452,77
75061,-51858,78
75620,-51455,80
78092,-51550,70
78558,-51357,78
79123,-51476,80
79729,-51579,74
80346,-51575,64
80768,-51317,76
82212,-51944,78
83322,-51642,75
85495,-51994,79
86821,-51066,38
87481,-51039,71
89146,-51653,76
89757,-51223,68
90145,-51468,80
90205,-51216,56
90999,-51099,74
92365,-51389,74
92497,-51406,75
92980,-51913,77
93424,-51668,68
94441,-51441,77
95459,-51238,67
96321,-51840,67
97827,-51825,54
97891,-51925,77
100522,-51760,78
101191,-51101,79
101719,-51266,49
104193,-51016,69
105214,-51402,43
105709,-51628,78
106805,-51968,57
108189,-51212,72
109552,-51051,74
110208,-51404,68
111207,-51474,78
111591,-51018,48
111854,-51403,65
112486,-51202,79
112509,-51929,78
112709,-51159,72
113665,-51474,63
114384,-51421,75
114549,-51645,77
115254,-51123,79
116067,-51785,75
116538,-51551,71
119048,-51338,65
119589,-51448,64
119793,-51466,73
120348,-51439,76
120597,-51441,70
121751,-51939,68
121880,-51111,76
122327,-51012,76
122336,-52000,80
122375,-51843,64
122721,-51191,78
122989,-51963,80
124990,-51942,67
126380,-51727,51
126756,-51127,74
126761,-51474,73
127066,-51770,74
127566,-51135,70
128621,-51093,65
128842,-51820,73
129482,-51311,79
129684,-51274,74
130035,-51942,74
130148,-51014,69
130189,-51037,80
131812,-51921,77
132610,-51897,72
133532,-51699,77
133959,-51588,74
134287,-51070,77
134939,-51504,72
135158,-51556,67
135831,-51292,79
136811,-51212,61
137066,-51436,72
139252,-51439,76
139524,-51051,52
139676,-51561,57
140375,-51992,79
140634,-51170,80
140997,-51737,59
141234,-51828,76
141339,-51672,68
141707,-51770,80
142521,-51517,54
142896,-51252,80
143537,-51255,50
144077,-51513,73
145316,-51633,77
145865,-51228,61
146011,-51367,77
148151,-51713,75
148234,-51498,76
148459,-51147,59
149091,-51336,64
149162,-51832,79
149387,-51918,78
151116,-51798,73
151257,-51314,62
151717,-51078,71
152234,-51811,48
153345,-51233,52
153366,-51756,59
153618,-51814,74
153917,-51257,79
154167,-51205,48
154494,-51945,78
154642,-51746,74
154968,-51568,68
155120,-51450,66
155175,-51671,78
155333,-51741,78
155411,-51101,80
155672,-51614,79
156791,-51536,80
156914,-51591,76
158260,-51533,80
158962,-51428,75
160286,-51250,77
161040,-51924,65
161658,-51052,77
161795,-51972,75
162087,-51791,77
162381,-51683,79
162410,-51070,78
162749,-51426,79
163027,-51710,80
163076,-51800,75
163421,-51499,71
165034,-51818,61
165139,-51947,76
165926,-51353,67
165960,-51029,68
166051,-51720,79
166131,-51222,61
166524,-51213,60
166575,-51604,78
168084,-51540,79
168452,-51802,76
171551,-51361,70
172336,-51322,80
172448,-51663,73
173864,-51294,73
174236,-51263,80
174846,-51425,68
176240,-51571,75
176872,-51427,76
177247,-51409,77
177518,-51701,76
178076,-51315,62
178907,-51761,74
179795,-51697,57
181069,-51473,65
181264,-51191,67
181360,-51460,78
182164,-51537,74
182444,-51784,66
182702,-51805,79
182880,-51360,60
183584,-51309,79
183632,-51533,66
183818,-51739,79
184584,-51245,70
185081,-51219,76
185505,-51756,77
185868,-51265,80
186632,-51451,48
191025,-51130,80
192453,-51393,77
193040,-51945,75
193391,-51227,74
193548,-51366,75
193970,-51935,75
194268,-51199,51
194608,-51509,74
195493,-51070,76
196253,-51041,74
196635,-51049,68
197334,-51683,77
198058,-51878,80
198731,-51805,75
199012,-51860,79
199645,-51286,62
200293,-51671,75
200488,-51282,71
200599,-51750,80
201108,-51875,62
201150,-51505,70
201301,-51842,79
201337,-51890,72
201483,-51177,78
201507,-51479,71
202355,-51165,50
203010,-51838,75
203652,-51502,77
203990,-51204,78
204090,-51220,73
204750,-51857,78
205003,-51174,78
206066,-51013,64
206664,-51433,44
207916,-51983,80
208105,-51823,79
208118,-51211,78
208290,-51165,74
208682,-51623,80
208876,-51977,76
211599,-51619,80
212396,-51505,60
212699,-51351,75
213546,-51162,68
214857,-51210,78
215445,-51152,80
216885,-51933,77
218071,-51339,69
218121,-51971,73
220845,-51559,79
221328,-51315,58
222188,-51384,79
224258,-51447,56
224830,-51576,68
225487,-51918,72
227900,-51063,77
228247,-51973,67
229208,-51048,73
229980,-51487,80
230790,-51736,64
231287,-51139,80
231399,-51341,66
232113,-51598,58
232378,-51391,74
232928,-51976,78
235448,-51471,67
235816,-51114,78
235908,-51630,62
236015,-51905,72
236190,-51077,79
237975,-51620,76
238027,-51140,79
238488,-51860,78
238632,-51238,74
238912,-51766,77
239649,-51771,73
240519,-51121,63
242070,-51636,68
242941,-51299,76
243258,-51066,72
243508,-51907,72
243850,-51017,80
243945,-51221,77
244041,-51602,75
244752,-51198,80
244928,-51035,61
245404,-51751,65
247345,-51568,67
247783,-51664,80
248318,-51337,76
248792,-51538,78
249022,-51240,74
249860,-51826,71
249946,-51994,75
250185,-51478,62
250322,-51397,76
251369,-51066,77
252624,-51547,78
254024,-51897,78
254486,-51210,78
255443,-51131,69
255657,-51020,75
255859,-51202,78
256827,-51001,79
257372,-51888,75
257732,-51059,78
258844,-51440,79
258936,-51083,71
260000,-51965,78
260330,-51123,76
260417,-51976,80
260449,-51343,79
260484,-51424,78
260495,-51851,80
260814,-51641,77
261735,-51949,62
261797,-51669,74
262384,-51661,79
262478,-51465,79
263044,-51074,62
263197,-51103,80
263764,-51691,80
263807,-51620,76
264506,-51674,73
265685,-51843,71
266036,-51835,49
268078,-51714,73
270764,-51649,69
271245,-51483,78
271538,-51744,64
274254,-51068,60
274772,-51965,67
276118,-51828,76
276488,-51389,77
276720,-51549,77
276805,-51885,78
277071,-51203,79
277736,-51518,69
278034,-51125,75
280036,-51652,76
281387,-51869,78
282192,-51126,77
282850,-51520,72
282943,-51498,78
283300,-51931,63
283959,-51934,77
284525,-51159,79
284946,-51282,78
285990,-51019,56
286659,-51418,70
288100,-51806,65
289358,-51497,77
289906,-51573,66
290658,-51231,63
291179,-51791,80
291292,-51101,60
295170,-51550,75
295293,-51526,79
298060,-51245,80
298749,-51809,80
299564,-51896,76
301014,-51212,70
304433,-51917,66
304581,-51087,75
304678,-51505,76
305043,-51839,77
307265,-51085,78
308331,-51284,80
310256,-51881,80
310901,-51801,79
311011,-51921,44
312875,-51608,47
313286,-51716,71
315089,-51265,56
316159,-51274,69
318198,-51514,73
320023,-51597,78
320245,-51840,78
320347,-51753,66
320518,-51875,71
320549,-51125,74
320762,-51943,78
321823,-51132,79
323568,-51985,77
323720,-51827,65
324162,-51401,74
324920,-51573,76
325453,-51174,78
327243,-51366,75
329109,-51413,68
330652,-51282,77
332591,-51961,75
335352,-51101,78
336320,-51399,74
337125,-51788,65
338888,-51604,65
340122,-51244,74
340263,-51459,69
341673,-51050,64
342017,-51513,68
342140,-51317,35
342273,-51917,78
344626,-51127,76
345036,-51701,74
345425,-51469,80
349018,-51872,64
349236,-51862,73
349243,-51320,79
351055,-51891,51
354349,-51733,77
355000,-51617,75
355389,-51570,80
357644,-51706,80
223,-50446,68
334,-50337,48
2277,-50608,78
2286,-50167,70
4896,-50429,66
5589,-50992,64
5790,-50548,70
7181,-50533,60
9510,-50734,79
12672,-50987,51
13218,-50462,79
15047,-50524,72
18587,-50416,70
20353,-50937,63
22988,-50569,80
23271,-50120,77
23426,-50402,76
25422,-50039,66
25946,-50641,76
26525,-50816,46
27216,-50483,76
27726,-50206,59
30479,-50127,76
32623,-50821,59
33854,-50887,76
34890,-50778,75
35066,-50302,68
37045,-50303,66
38882,-50853,67
40642,-50799,53
43005,-50212,74
43527,-50871,56
43541,-50846,75
47044,-50431,78
47517,-50832,74
47743,-50033,76
48718,-50552,75
49250,-50653,79
52899,-50105,80
53146,-50378,54
55595,-50796,71
55771,-50641,68
56832,-50754,62
56865,-50065,74
60030,-50206,80
60382,-50506,79
60486,-50508,77
61992,-50176,72
63403,-50586,79
63595,-50423,76
66211,-50623,75
70496,-50519,79
70693,-50481,50
71408,-50076,74
74492,-50576,73
75633,-50445,79
75799,-50322,78
79842,-50605,53
82216,-50715,71
82626,-50100,70
82811,-50458,79
82891,-50065,77
83184,-50908,80
84285,-50409,77
84573,-50641,64
85348,-50755,73
86549,-50872,80
88546,-50360,63
88752,-50989,75
92967,-50793,79
94695,-50359,68
95680,-50101,78
96031,-50530,80
97454,-50239,59
98207,-50473,77
98894,-50296,67
99115,-50322,70
99271,-50483,72
100703,-50452,70
101206,-50958,73
102422,-50959,79
102484,-50615,26
103509,-50611,60
103974,-50086,72
105326,-50467,72
105529,-50430,76
105606,-50067,77
105977,-50661,67
106076,-50004,80
106116,-50372,65
106318,-50360,60
107094,-50100,76
108125,-50321,63
108491,-50471,68
108908,-50499,70
109082,-50048,74
110257,-50854,73
112619,-50609,65
113364,-50584,67
113536,-50840,64
114715,-50577,73
114981,-50572,78
116051,-50456,65
116068,-50466,74
116280,-50288,76
116666,-50997,73
116741,-50184,70
117480,-50818,77
117599,-50510,56
117840,-50431,75
118209,-50522,71
118602,-50171,74
118705,-50564,80
120093,-50066,75
120396,-50606,72
121177,-50590,56
122074,-50370,76
122837,-50034,73
122915,-50068,73
123393,-50196,47
123487,-50312,75
123847,-50449,59
126960,-50100,76
128967,-50970,58
129485,-50080,74
130963,-50655,72
131375,-50753,79
132341,-50308,78
132542,-50591,79
134239,-50356,74
134370,-50749,70
134628,-50807,72
134628,-50250,70
135224,-50436,77
135763,-50565,79
136377,-50287,73
136985,-50483,76
137925,-50917,74
138524,-50609,80
139363,-50577,71
139799,-50386,76
140173,-50703,79
140619,-50235,77
141235,-50286,74
142209,-50904,75
142405,-50604,70
143705,-50562,80
144702,-50508,74
144763,-50845,79
144941,-50138,74
145299,-50932,77
145716,-50143,78
146222,-50010,72
146234,-50488,78
146499,-50869,77
146651,-50576,75
147333,-50659,79
147520,-50627,75
147582,-50435,62
148713,-50244,57
150161,-50924,79
150235,-50634,72
150244,-50478,69
150473,-50762,80
152326,-50640,79
152849,-50490,79
152950,-50157,79
153321,-50611,76
153338,-50908,74
153385,-50463,77
153952,-50178,67
154367,-50097,67
154761,-50716,69
155779,-50527,71
155851,-50348,78
156278,-50107,67
156775,-50274,71
158472,-50247,76
158853,-50179,71
159244,-50877,74
159490,-50687,80
161199,-50885,75
161354,-50439,77
162316,-50271,77
162637,-50604,74
163334,-50589,78
164169,-50608,72
164282,-50765,59
164714,-50275,79
165804,-50992,75
166581,-50448,63
166614,-50957,60
166971,-50539,79
167854,-50169,79
168323,-50122,69
169207,-50926,78
170362,-50218,79
170728,-50787,66
170916,-50062,78
171577,-50125,78
172720,-50943,76
173202,-50084,77
173995,-50742,77
174420,-50569,75
174973,-50486,67
175300,-50193,75
175438,-50625,73
177391,-50763,79
177438,-50721,67
177498,-50332,78
179608,-50253,74
179867,-50503,77
180019,-50358,79
180982,-50808,75
181144,-50040,79
181334,-50271,67
182020,-50764,64
182022,-50661,44
182089,-50722,25
182948,-50957,77
183274,-50207,68
185603,-50688,74
187010,-50231,39
187251,-50648,78
187864,-50962,79
188318,-50650,72
188536,-50060,72
189194,-50335,64
191157,-50033,78
191426,-50180,70
192465,-50324,65
195147,-50253,80
195864,-50690,80
197422,-50150,73
198029,-50067,66
198141,-50477,80
198347,-50700,65
202138,-50844,76
203707,-50792,70
203729,-50385,80
204142,-50810,79
204484,-50601,61
204537,-50350,66
204602,-50055,75
205068,-50539,73
205112,-50692,80
205728,-50790,57
206537,-50880,75
206866,-50249,59
206910,-50321,50
206919,-50125,73
208145,-50922,71
208499,-50561,78
208662,-50692,80
208968,-50661,67
209823,-50370,57
209942,-50229,72
211175,-50072,76
211213,-50204,80
215834,-50772,56
217347,-50109,66
218154,-50457,44
218307,-50933,78
219410,-50086,69
220124,-50747,78
221237,-50530,75
221584,-50442,76
223143,-50582,64
223153,-50694,69
223696,-50823,79
224185,-50588,77
226464,-50547,76
227286,-50860,79
230943,-50092,79
230997,-50874,80
232371,-50735,76
232985,-50943,76
233069,-50871,59
233097,-50658,77
233582,-50859,72
233965,-50289,69
235921,-50608,77
236043,-50216,68
236248,-50786,66
236687,-50224,77
237027,-50590,65
238214,-50616,61
238537,-50490,78
238710,-50338,68
238711,-50335,75
239369,-50270,79
240518,-50650,80
240936,-50934,79
240970,-50840,78
241234,-50015,66
241495,-50033,79
242106,-50080,78
242512,-50760,70
242812,-50543,74
243330,-50934,80
243571,-50086,79
244254,-50068,47
244959,-50156,37
245649,-50544,80
246259,-50749,79
246280,-50924,77
246732,-50367,79
247723,-50971,73
248054,-50249,76
248223,-50998,74
249931,-50213,70
251729,-50558,77
252380,-50402,80
252650,-50045,71
252651,-50044,72
252988,-50030,76
253087,-50921,78
253742,-50189,70
254037,-50675,62
254575,-50641,55
255719,-50160,72
255831,-50403,75
256195,-50071,80
257144,-50756,77
257253,-50565,80
257857,-50119,74
259600,-50211,70
259877,-50064,62
260182,-50870,80
260958,-50430,79
261198,-50843,79
261275,-50450,75
261496,-50560,79
261500,-50633,49
261802,-50630,59
262373,-50399,75
262762,-50363,79
263223,-50676,72
263255,-50998,71
263445,-50731,77
264364,-50060,56
265322,-50044,79
265515,-50511,51
265628,-50656,75
265695,-50002,76
266412,-50783,80
266412,-50782,80
267743,-50291,66
267950,-50198,74
269891,-50998,80
271215,-50441,78
271658,-50092,36
272204,-50363,78
273234,-50559,65
273752,-50308,72
273848,-50382,78
274419,-50722,70
275719,-50881,77
276535,-50880,74
277876,-50186,71
278389,-50212,75
278609,-50464,75
278675,-50722,64
280337,-50473,63
281483,-50873,62
281746,-50095,65
283833,-50063,79
285314,-50183,76
285864,-50317,67
286728,-50323,63
287711,-50341,69
288026,-50244,75
288193,-50487,59
288388,-50807,80
289561,-50447,61
290661,-50804,79
290768,-50243,79
292403,-50152,77
292481,-50270,79
293556,-50565,76
293763,-50125,77
295588,-50492,77
295640,-50668,65
295861,-50178,78
295878,-50945,80
296415,-50815,78
297446,-50538,80
297535,-50603,75
297928,-50979,68
299347,-50466,75
299946,-50856,73
300035,-50217,66
301734,-50573,75
303180,-50312,78
305060,-50703,62
305259,-50017,73
305419,-50001,61
305422,-50777,68
305707,-50493,74
305952,-50838,76
307996,-50185,77
308865,-50330,77
309050,-50897,77
309550,-50623,72
310507,-50263,65
310747,-50479,78
311240,-50488,80
311240,-50488,80
311286,-50506,71
311613,-50806,62
311843,-50546,73
313646,-50727,62
315627,-50004,80
316059,-50435,61
317430,-50911,76
319036,-50546,76
319952,-50275,77
320499,-50183,73
322311,-50317,72
322428,-50342,74
324175,-50846,69
324960,-50492,78
325592,-50094,75
330776,-50317,77
332073,-50105,78
334448,-50325,78
335950,-50443,76
337870,-50938,68
338580,-50804,80
338882,-50588,77
339868,-50682,68
345282,-50950,52
346808,-50687,69
346811,-50687,61
350209,-50307,61
350718,-50190,79
351788,-50157,62
351797,-50280,72
351808,-50279,78
351961,-50344,70
353138,-50115,79
354932,-50754,79
355410,-50424,78
356817,-50227,51
357029,-50891,66
357239,-50809,80
358848,-50114,74
359942,-50999,70
1584,-49075,56
2909,-49656,76
3630,-49864,77
4586,-49906,70
5932,-49358,68
9161,-49133,66
11060,-49386,68
11090,-49706,77
14965,-49751,63
20144,-49564,76
20327,-49741,66
22079,-49006,68
22814,-49072,37
22819,-49904,73
23138,-49528,77
23151,-49728,62
23693,-49805,75
26703,-49647,80
27954,-49995,75
29039,-49836,64
29239,-49246,78
30564,-49409,66
30764,-49492,79
31281,-49682,77
35488,-49520,71
39854,-49148,72
40674,-49730,75
40835,-49407,78
42993,-49870,68
43471,-49889,61
48305,-49329,75
53023,-49159,76
53815,-49417,76
54223,-49958,75
54440,-49006,69
54570,-49368,75
55556,-49151,74
55847,-49567,79
58060,-49072,77
59228,-49759,76
59564,-49610,67
61714,-49628,68
67227,-49602,77
70909,-49888,79
71540,-49246,71
72132,-49793,71
73790,-49946,76
74874,-49458,71
74923,-49124,78
75703,-49151,53
75733,-49703,70
75816,-49492,69
76242,-49578,45
77029,-49297,74
78014,-49060,78
78436,-49547,76
78930,-49445,77
79197,-49600,76
80365,-49636,79
80862,-49375,75
82933,-49018,74
83362,-49378,70
85861,-49842,76
86064,-49173,76
88671,-49627,61
90411,-49085,80
91680,-49222,71
92348,-49562,64
95112,-49104,65
96866,-49952,72
97180,-49285,80
97792,-49110,77
97816,-49617,71
99154,-49221,80
99409,-49528,70
101967,-49060,76
102865,-49293,76
104487,-49147,74
105098,-49135,63
105268,-49708,71
105691,-49928,68
105973,-49583,49
106289,-49074,76
107882,-49421,73
108068,-49186,80
108105,-49327,72
108109,-49826,73
108467,-49937,69
109547,-49073,76
109816,-49977,70
110399,-49405,79
111297,-49913,79
113865,-49831,80
113978,-49938,75
114820,-49051,69
115779,-49993,65
116600,-49241,69
116987,-49758,79
118265,-49613,46
119087,-49982,64
119247,-49265,65
119560,-49245,45
119801,-49977,63
119806,-49974,63
120334,-49621,72
120670,-49950,65
120873,-49498,64
121890,-49270,66
121924,-49010,66
122567,-49035,73
122586,-49237,64
122613,-49164,79
122748,-49284,79
123815,-49180,80
123906,-49993,75
123934,-49264,78
124935,-49537,68
125653,-49051,78
126217,-49017,72
126268,-49160,78
126649,-49497,72
127005,-49120,75
128097,-49601,68
128235,-49155,65
128682,-49944,46
128782,-49743,73
129290,-49425,74
130918,-49823,51
131313,-49579,77
132003,-49575,66
132073,-49544,80
132153,-49229,74
132543,-49925,75
132884,-49558,71
134244,-49681,65
135004,-49558,65
135382,-49579,74
135793,-49697,67
136492,-49234,74
137437,-49425,64
137526,-49290,70
138380,-49095,60
138522,-49481,70
138978,-49973,68
139167,-49579,68
140081,-49525,70
140138,-49907,79
140408,-49728,79
142087,-49655,72
142715,-49417,80
143022,-49402,74
143411,-49758,71
143435,-49005,63
143435,-49005,56
143444,-49725,73
144206,-49355,43
144369,-49990,68
144742,-49061,76
145944,-49320,79
146265,-49485,79
146341,-49812,74
146571,-49126,78
146933,-49943,65
147545,-49620,79
149302,-49870,73
149341,-49556,70
149754,-49896,78
151667,-49511,79
151715,-49967,79
152249,-49783,79
153893,-49224,78
154191,-49364,70
154661,-49913,72
155524,-49531,78
155537,-49294,75
155862,-49615,78
156645,-49885,74
157009,-49406,55
158622,-49265,79
158965,-49231,69
159331,-49247,77
159679,-49742,70
159992,-49280,63
160754,-49057,62
161385,-49241,79
161693,-49420,25
161694,-49420,58
162572,-49112,66
162768,-49504,74
162973,-49158,64
163527,-49166,76
163893,-49250,75
164293,-49737,80
165209,-49020,74
166267,-49392,61
167082,-49388,79
167663,-49653,75
168137,-49101,53
168236,-49736,58
171900,-49551,75
173736,-49136,52
175161,-49509,78
175625,-49838,73
176160,-49144,69
176302,-49070,59
176419,-49850,77
177058,-49994,79
178017,-49401,70
179334,-49360,66
179868,-49140,74
179873,-49365,77
180201,-49569,75
180766,-49654,75
181334,-49007,70
181968,-49973,74
182526,-49181,80
184916,-49502,71
185444,-49949,61
185652,-49326,79
186141,-49440,67
186504,-49588,69
188495,-49910,63
188904,-49283,73
189802,-49066,71
189942,-49199,80
190091,-49401,69
191690,-49268,72
192477,-49869,77
193095,-49599,79
195888,-49527,48
196386,-49852,74
196727,-49906,42
196927,-49726,78
197274,-49495,78
199680,-49878,73
200111,-49224,79
200297,-49700,76
200497,-49913,78
200967,-49823,62
201777,-49144,63
201836,-49381,62
202698,-49355,73
203945,-49194,72
204707,-49495,68
204999,-49950,38
205015,-49622,77
205538,-49410,78
208904,-49363,80
209210,-49968,79
209214,-49113,80
209453,-49019,67
210193,-49275,78
211829,-49662,79
211865,-49811,75
211922,-49867,72
211923,-49867,69
212871,-49435,76
215230,-49367,75
215583,-49849,72
217587,-49519,54
219472,-49426,40
219574,-49901,65
219851,-49056,63
220292,-49712,75
221895,-49320,67
222783,-49819,73
224255,-49082,72
224423,-49871,78
225324,-49559,77
226232,-49178,74
226547,-49273,80
226858,-49089,55
228992,-49879,80
229393,-49393,78
229635,-49396,78
229880,-49622,79
231352,-49067,76
231380,-49834,76
231806,-49455,74
231856,-49784,70
232328,-49953,75
232482,-49340,74
233371,-49001,74
233830,-49670,73
233989,-49508,68
234458,-49808,80
235607,-49218,64
235655,-49490,56
237049,-49743,68
237072,-49239,75
237084,-49763,77
237573,-49041,65
238738,-49403,76
238852,-49978,67
238907,-49975,78
240804,-49230,44
242458,-49614,76
242507,-49237,56
243112,-49339,76
243299,-49885,68
243523,-49616,76
243797,-49875,75
244201,-49463,77
244221,-49857,74
244664,-49414,76
244761,-49406,72
244969,-49313,74
245490,-49662,75
245617,-49572,51
246323,-49148,79
246324,-49148,80
246415,-49425,71
247768,-49981,79
248301,-49589,68
248439,-49172,74
248596,-49770,70
248650,-49323,76
248690,-49396,72
250418,-49652,56
251077,-49772,74
251315,-49616,79
252360,-49986,77
252500,-49948,70
252970,-49115,71
253523,-49925,70
253631,-49711,60
254752,-49744,79
259085,-49562,71
259498,-49452,75
259716,-49338,69
260472,-49769,78
260599,-49762,76
260691,-49874,75
261023,-49390,78
261467,-49253,75
261495,-49735,69
261649,-49893,79
262960,-49876,29
263800,-49140,79
264320,-49245,73
265100,-49416,46
265137,-49705,74
265210,-49959,71
265572,-49271,79
265971,-49926,80
266120,-49950,74
267056,-49639,76
267644,-49496,71
269253,-49801,68
270090,-49917,75
272183,-49346,73
272485,-49115,75
273321,-49917,72
274130,-49213,80
274892,-49347,73
274987,-49427,79
275088,-49128,79
276138,-49654,63
276419,-49707,80
277209,-49072,38
277559,-49489,77
277583,-49667,78
278713,-49352,71
279650,-49451,78
281851,-49631,69
282362,-49716,78
283554,-49670,75
283635,-49879,66
284990,-49274,77
287100,-49311,74
289192,-49986,79
289386,-49066,80
289590,-49630,80
291483,-49843,64
295011,-49949,69
296383,-49998,78
297196,-49525,68
298556,-49462,69
300105,-49351,59
300167,-49609,52
305138,-49282,79
305571,-49448,77
306156,-49893,74
306922,-49767,74
309760,-49331,72
315343,-49351,76
318365,-49794,80
318759,-49098,65
319190,-49967,75
319803,-49612,67
319851,-49399,75
320319,-49939,60
322883,-49784,80
323391,-49013,77
323708,-49794,80
326329,-49499,61
328123,-49587,78
329285,-49700,74
331531,-49686,80
333253,-49054,74
336443,-49826,64
336855,-49367,73
337751,-49434,67
338809,-49991,73
339359,-49708,80
340030,-49599,71
341618,-49687,62
345199,-49452,73
345632,-49698,75
346789,-49606,58
348314,-49619,66
348406,-49145,79
358418,-49432,80
269,-48810,55
3438,-48684,69
4032,-48556,64
5772,-48349,78
7610,-48215,56
7774,-48641,74
7855,-48803,48
8922,-48001,54
11335,-48836,76
11424,-48301,77
12511,-48730,73
13497,-48791,66
13599,-48949,78
20084,-48676,76
24201,-48804,66
24281,-48291,78
24784,-48775,73
25027,-48761,61
29923,-48614,78
31372,-48491,71
32410,-48599,75
32640,-48095,76
35391,-48312,73
35804,-48272,76
37497,-48813,79
38421,-48390,78
38992,-48423,80
41236,-48670,66
41998,-48121,78
42680,-48874,80
43869,-48933,73
47168,-48017,80
47614,-48734,58
50954,-48201,78
51801,-48863,75
53290,-48915,80
53757,-48418,80
54384,-48552,80
55456,-48240,76
56210,-48062,62
57749,-48527,78
59214,-48479,70
59564,-48170,76
59785,-48915,79
60749,-48369,66
62048,-48346,76
64660,-48591,78
65266,-48811,74
67421,-48372,80
70143,-48538,66
70903,-48304,77
70957,-48326,68
72447,-48311,74
72795,-48063,75
76482,-48678,76
77304,-48979,70
77681,-48455,77
77739,-48507,78
79201,-48641,78
79226,-48192,71
81978,-48704,78
82255,-48363,75
83668,-48948,73
84151,-48285,73
85386,-48251,72
86705,-48397,80
86858,-48749,78
87055,-48918,73
87598,-48986,69
89428,-48257,72
91194,-48458,70
91195,-48459,74
92616,-48956,75
94612,-48039,68
94827,-48409,79
94988,-48206,78
95027,-48742,65
96432,-48177,59
97640,-48246,73
98161,-48140,70
98241,-48545,69
98639,-48283,74
98970,-48280,72
99653,-48217,75
99657,-48220,48
99682,-48719,79
100007,-48542,79
100808,-48223,77
101845,-48563,67
102246,-48099,73
102544,-48881,80
102798,-48366,79
102886,-48293,61
104067,-48721,41
107698,-48931,47
108496,-48303,74
108659,-48272,47
108870,-48229,75
110342,-48527,68
110346,-48533,79
111450,-48274,72
111525,-48168,76
112078,-48813,79
114049,-48847,77
114183,-48830,57
114576,-48601,55
116284,-48915,78
116429,-48355,71
116683,-48112,73
117133,-48035,79
117669,-48543,79
118326,-48103,42
119753,-48376,68
119924,-48279,74
120023,-48905,73
120061,-48981,60
120121,-48872,61
120732,-48325,66
120781,-48644,80
121342,-48807,72
121673,-48497,63
121774,-48190,75
121830,-48385,65
121921,-48152,80
122104,-48612,69
122283,-48269,73
122290,-48684,56
122637,-48188,80
122742,-48501,74
122795,-48462,58
122957,-48408,76
123273,-48132,71
124773,-48198,64
125632,-48490,51
125670,-48210,79
125818,-48266,75
126533,-48432,74
126595,-48101,76
126613,-48185,77
126690,-48956,74
127432,-48026,77
127843,-48749,80
129482,-48802,75
130052,-48446,72
130222,-48225,69
130256,-48067,77
130272,-48923,59
130422,-48113,73
130567,-48099,55
130645,-48164,72
131175,-48672,80
131496,-48687,71
132374,-48342,80
132455,-48367,79
133161,-48359,59
134481,-48573,56
134844,-48291,70
135094,-48714,77
136401,-48163,80
137366,-48222,79
137523,-48206,77
137929,-48773,79
138433,-48651,74
140856,-48287,62
140939,-48867,73
141745,-48694,68
141811,-48846,77
141830,-48305,78
142389,-48714,72
143007,-48195,73
143753,-48889,75
144106,-48751,62
144527,-48773,74
144918,-48237,73
145119,-48984,79
146155,-48549,67
148293,-48929,74
149111,-48410,74
149427,-48414,60
149742,-48490,77
149987,-48952,79
150636,-48862,76
151000,-48627,78
151086,-48446,65
151873,-48524,79
151899,-48261,64
152237,-48855,77
152273,-48306,67
152560,-48014,66
153591,-48175,77
154409,-48418,67
154517,-48766,80
156481,-48601,78
156983,-48021,73
157246,-48989,78
157585,-48181,77
158554,-48034,80
159325,-48226,39
160208,-48025,68
161030,-48897,71
161585,-48127,79
162145,-48350,70
164049,-48091,72
164123,-48332,79
165550,-48798,77
166243,-48197,73
166892,-48640,59
167864,-48852,71
168044,-48131,79
168522,-48601,65
169582,-48787,73
169749,-48712,76
169793,-48182,80
169841,-48207,76
169958,-48396,78
170419,-48773,73
170438,-48496,76
171050,-48454,79
173484,-48820,80
173562,-48968,74
174025,-48229,74
175578,-48173,80
176558,-48210,67
178149,-48683,75
179314,-48744,80
179693,-48642,78
179923,-48239,76
179971,-48307,78
180204,-48404,80
