ra,dec,phot_g_mean_mag
341331,57140,80
344356,57013,79
345004,57773,74
345378,57105,57
345736,57317,79
346585,57546,78
347098,57180,74
347540,57448,68
347622,57029,77
348338,57170,52
348528,57953,72
349214,57648,75
349958,57244,60
351033,57535,73
352614,57976,78
353199,57906,76
353300,57408,72
355253,57839,72
355477,57260,60
356102,57759,76
356758,57451,49
357604,57161,79
357911,57208,79
358596,57499,41
358891,57412,59
359447,57140,73
359866,57671,72
1229,58532,66
1568,58437,71
1568,58437,62
2600,58489,77
2688,58018,78
2905,58212,70
6919,58554,74
8091,58338,71
8454,58215,75
9318,58016,78
10612,58570,77
10630,58753,62
11924,58016,76
12241,58007,75
13750,58972,45
14422,58405,76
15136,58364,71
15905,58909,60
16141,58039,79
17140,58263,57
18336,58668,80
18544,58812,71
19966,58208,68
19973,58309,75
20020,58232,47
20547,58290,76
20840,58143,68
21084,58946,71
21286,58245,77
21576,58944,79
22475,58762,75
22850,58181,79
23233,58610,79
23357,58327,51
24345,58637,72
25574,58628,63
25741,58116,75
26825,58021,65
27146,58458,73
27562,58528,80
27715,58468,70
31089,58015,80
31800,58788,74
31970,58266,80
32169,58424,55
32528,58938,76
33278,58799,79
33423,58561,62
33738,58491,78
33805,58142,76
33995,58294,74
34284,58530,78
34300,58636,80
34391,58020,74
34841,58961,72
35409,58784,78
35441,58573,80
35715,58587,77
35816,58088,72
36358,58203,80
36696,58876,79
37862,58025,61
38212,58610,78
38915,58508,77
39051,58076,79
39805,58843,74
39953,58502,78
40421,58977,70
40789,58889,76
42099,58200,72
42103,58832,72
42260,58028,79
42287,58013,79
42941,58314,64
43291,58766,79
44002,58001,75
46739,58601,76
47212,58348,74
47274,58361,80
47340,58757,79
49429,58783,80
49547,58332,80
50829,58729,80
50887,58722,62
50946,58470,77
51326,58695,66
52478,58879,43
52837,58494,77
53374,58763,79
53384,58765,64
53674,58586,79
54354,58669,78
55300,58845,68
56435,58855,76
60682,58949,75
60720,58924,76
61244,58660,72
62352,58560,70
64482,58791,77
70654,58909,79
70699,58426,73
72160,58389,74
73562,58637,80
73842,58836,78
74220,58099,76
74594,58615,74
75279,58666,71
76137,58861,79
76535,58972,53
76869,58593,74
77000,58319,80
78311,58663,77
79866,58117,61
80098,58346,79
80925,58941,74
84523,58071,72
86793,58786,61
86823,58975,76
88072,58964,61
89302,58201,80
91356,58736,70
92496,58936,50
94360,58826,73
96410,58425,69
96492,58603,68
96653,58418,76
96704,58417,46
96711,58783,77
97194,58962,70
97696,58161,56
98221,58747,73
98294,58921,79
99062,58827,73
99064,58106,65
99931,58095,69
100723,58010,78
100907,58461,79
102796,58417,79
104319,58422,44
104426,58328,77
104560,58602,80
104593,58729,80
107875,58014,76
109334,58049,75
109651,58919,75
115751,58710,49
118289,58663,79
118430,58214,73
122516,58248,55
122770,58381,74
126881,58188,78
128365,58485,75
128479,58607,69
132877,58368,78
133439,58882,79
134354,58219,69
134824,58194,79
136859,58875,73
138115,58712,73
142805,58756,70
144753,58548,64
145245,58589,77
149642,58952,63
149781,58757,76
150798,58097,73
152657,58618,78
164956,58906,68
165573,58666,60
167931,58900,72
168898,58215,77
169162,58945,80
169786,58887,75
170371,58484,75
173894,58203,71
175962,58411,80
176469,58027,76
176756,58238,80
179049,58170,80
182076,58557,72
182396,58384,78
187488,58406,53
187518,58768,58
190318,58962,80
190904,58870,76
191119,58691,79
197528,58045,72
199435,58751,78
202022,58209,79
202890,58953,80
207615,58540,64
211213,58868,74
212756,58549,65
213430,58115,71
214108,58084,79
216928,58335,78
217751,58619,80
218197,58423,78
229566,58794,70
229690,58504,65
229719,58115,77
231232,58966,30
236174,58434,73
238956,58912,63
240470,58567,39
243977,58479,79
246740,58244,79
247123,58238,78
249030,58859,77
249246,58957,79
251321,58085,77
251404,58655,76
254928,58598,78
254959,58463,69
255379,58556,72
256793,58269,69
258361,58525,79
258683,58384,78
261520,58652,65
264892,58804,78
269803,58761,75
270628,58627,69
273705,58003,79
274641,58008,77
275175,58661,79
275977,58801,50
275977,58802,78
275993,58824,78
276892,58479,75
279973,58249,80
283627,58735,76
284369,58225,74
284369,58225,70
286832,58075,75
287000,58145,77
287407,58276,77
287426,58468,66
288237,58108,80
291445,58027,66
292779,58584,64
293104,58922,78
294514,58526,79
295811,58016,62
296033,58354,70
296559,58367,78
298299,58165,67
298842,58250,58
298981,58846,44
302106,58787,76
302261,58318,77
303666,58939,67
303785,58335,77
304558,58809,76
306037,58825,80
306115,58378,76
307250,58140,76
307644,58287,74
309370,58860,75
309579,58948,70
309997,58894,76
310623,58703,76
311754,58417,56
312279,58748,75
312329,58749,69
313122,58655,72
314304,58817,79
314587,58931,75
318272,58054,80
318331,58637,77
318520,58297,78
319328,58611,64
319815,58623,47
319855,58327,66
319862,58891,79
321265,58085,70
321301,58167,78
321390,58234,77
321527,58704,79
322241,58740,77
323424,58196,78
324133,58711,79
324412,58758,76
325877,58780,25
326163,58226,65
326569,58062,61
327924,58535,78
329080,58412,78
330519,58000,55
330522,58049,76
331084,58782,76
331326,58234,76
331452,58761,80
331588,58888,80
331790,58841,61
332251,58852,73
332714,58201,29
333509,58014,67
335162,58410,62
335959,58534,70
337110,58114,80
337144,58540,80
337289,58404,63
337293,58415,39
338271,58478,77
338635,58163,66
339115,58426,62
339773,58927,69
340611,58526,79
341265,58146,63
341522,58072,75
341610,58715,80
341847,58483,63
343175,58806,79
343494,58907,74
344014,58196,70
344036,58888,80
345364,58264,80
345600,58237,73
345840,58564,62
346277,58732,66
346859,58990,69
348926,58043,75
352468,58548,72
352508,58549,49
353201,58072,78
353760,58571,79
354592,58654,67
354810,58751,75
354896,58971,73
355866,58082,70
356719,58197,79
356746,58322,78
356765,58652,46
357300,58963,63
357488,58148,80
358813,58089,71
128,59560,59
520,59940,77
842,59079,76
2299,59149,22
2644,59673,67
2889,59762,73
3484,59999,66
3804,59779,78
3953,59440,79
4460,59058,77
4828,59139,72
5351,59953,79
5844,59595,75
6843,59757,71
7309,59470,77
7475,59255,80
7583,59978,59
8537,59899,79
9405,59170,75
9705,59826,67
9770,59678,79
10084,59464,67
10103,59514,61
10350,59411,79
10491,59915,74
11677,59575,61
12616,59672,75
13084,59725,66
14096,59050,78
14165,59181,43
15507,59546,80
15655,59287,73
15836,59092,77
16725,59859,69
17733,59535,76
18743,59752,79
22576,59782,64
23070,59153,78
23482,59232,44
23719,59417,76
24068,59459,76
24203,59626,71
24489,59299,79
25129,59053,69
25840,59633,63
26498,59733,74
26696,59156,72
27050,59651,77
28929,59273,70
29578,59626,67
29620,59269,70
29962,59161,70
30202,59959,67
30273,59392,74
30391,59972,76
30652,59688,80
32607,59980,66
32799,59981,78
33063,59037,78
33239,59539,79
33370,59196,72
35094,59671,71
35313,59675,80
35315,59248,70
35577,59162,67
36641,59659,67
36856,59105,74
37011,59769,77
38306,59999,76
38494,59212,65
39230,59884,77
39846,59067,79
39960,59598,75
40974,59823,73
42801,59231,80
43803,59829,79
44862,59592,76
45193,59653,80
45224,59666,73
45915,59450,76
45941,59840,76
47044,59036,74
47577,59525,78
48522,59563,70
51450,59432,80
51860,59196,79
52121,59907,74
52267,59940,41
52546,59366,64
52547,59366,77
53363,59415,79
53580,59735,75
53869,59528,80
54844,59266,74
54886,59445,64
55678,59969,50
59046,59643,64
61113,59156,49
61553,59293,74
62365,59908,60
65742,59616,62
65895,59733,76
68931,59401,68
69022,59310,80
69466,59342,75
70824,59521,71
71376,59872,78
72051,59241,74
72123,59498,69
74290,59120,52
76551,59021,58
78798,59406,58
80584,59277,69
83749,59524,77
84503,59364,79
85907,59938,77
88741,59888,52
89531,59393,68
90154,59885,71
91284,59393,60
92722,59169,69
92820,59928,76
93244,59886,75
93919,59999,49
94017,59215,63
94763,59559,72
94906,59011,44
95006,59855,74
95515,59372,63
96129,59576,79
96139,59699,75
96183,59669,72
96901,59390,79
97552,59075,79
98610,59199,78
99100,59664,68
99529,59450,72
100638,59697,67
101215,59449,71
101555,59443,72
101559,59442,55
101560,59442,60
102921,59307,70
103271,59448,58
104341,59185,78
106505,59802,61
107735,59370,76
107814,59064,72
108884,59775,69
108978,59636,49
109273,59916,77
109801,59126,75
109970,59253,62
109983,59696,72
110572,59902,64
111738,59152,71
113611,59837,80
113976,59529,76
114994,59563,72
115116,59098,77
115943,59289,76
117120,59085,79
118016,59500,68
119091,59676,76
120337,59048,57
121511,59249,67
122686,59193,77
124242,59189,62
124460,59571,56
127780,59912,70
129792,59939,65
130092,59585,75
130353,59071,68
130526,59029,78
133275,59056,63
135473,59416,76
136680,59344,64
137454,59154,68
140123,59781,73
143266,59301,79
147745,59038,37
148574,59920,64
149095,59439,78
153603,59400,63
153782,59986,54
153964,59358,79
156547,59305,78
156626,59153,75
156941,59597,66
161532,59061,80
162849,59320,53
164590,59281,80
166082,59843,79
167240,59215,69
168984,59121,79
169079,59943,69
171186,59664,76
172827,59701,73
178496,59680,78
180172,59353,79
183258,59720,80
189814,59750,79
190100,59526,80
193298,59952,70
193409,59526,78
195600,59246,77
195668,59716,65
200032,59862,78
202112,59946,55
202207,59928,80
204207,59703,80
205925,59824,80
206051,59358,77
209210,59493,78
211041,59007,79
212191,59338,62
215658,59780,74
216901,59723,76
217289,59887,73
218625,59858,72
221415,59986,79
221761,59710,73
222859,59295,50
223527,59515,70
226073,59535,74
226576,59825,79
227850,59054,71
229698,59521,72
231336,59012,80
232941,59721,78
233835,59679,73
236450,59312,77
236858,59486,79
236883,59569,60
240464,59631,77
240789,59411,55
240923,59090,66
242485,59872,68
242697,59675,79
242840,59448,80
244314,59755,41
245082,59771,73
248452,59677,74
252219,59503,74
252953,59310,78
261618,59038,78
262164,59035,75
262507,59688,77
266754,59254,75
267540,59040,76
276662,59706,68
276926,59549,62
277977,59420,77
278753,59267,76
279432,59759,73
279831,59528,64
280683,59638,79
281467,59559,70
281508,59687,69
282787,59396,78
282801,59388,43
283009,59667,69
286458,59292,77
288506,59552,78
288572,59689,77
289316,59477,79
289455,59836,77
291272,59770,78
291588,59428,78
292160,59764,77
292644,59616,76
293288,59396,78
294986,59841,77
297065,59423,65
298398,59709,61
298712,59603,67
299090,59729,76
299732,59519,79
300753,59652,71
301033,59662,78
302996,59692,70
303018,59627,75
304733,59490,79
306271,59600,64
307001,59735,80
309068,59213,76
309211,59408,80
309387,59003,74
310409,59190,76
313423,59307,69
314856,59439,50
316605,59439,75
316729,59890,77
317951,59986,67
317951,59987,61
318000,59704,80
320294,59051,80
321061,59761,79
321855,59750,50
322757,59418,67
323086,59573,80
324764,59546,78
325136,59753,67
325689,59271,57
326916,59700,72
327952,59931,77
328784,59998,79
328987,59833,78
329114,59795,72
329408,59114,76
330929,59167,80
330974,59815,67
331054,59867,69
331071,59830,79
332142,59294,80
332150,59290,72
332160,59550,76
332539,59238,78
332877,59414,50
332951,59721,70
332988,59085,60
333292,59300,72
333771,59114,72
336001,59731,78
339165,59596,79
342477,59660,78
342891,59009,70
344234,59962,72
344788,59815,64
345065,59452,80
345083,59068,80
345522,59818,76
345605,59853,70
345656,59605,73
345671,59558,70
346653,59420,48
346794,59727,64
347434,59333,56
347920,59700,75
349957,59633,79
350628,59307,72
351976,59695,75
352012,59335,70
352533,59421,68
352849,59462,66
352852,59166,65
352932,59092,70
353138,59153,77
355892,59952,72
357225,59979,63
357711,59662,79
358261,59422,76
358886,59416,70
359049,59769,75
359449,59720,78
76,60350,68
316,60355,57
340,60839,72
574,60703,57
1585,60457,79
2559,60026,74
2673,60806,79
3528,60720,75
3790,60772,72
4610,60903,78
4752,60335,76
5005,60639,71
5824,60236,75
5971,60961,65
6073,60453,75
6796,60667,72
7856,60255,79
7910,60255,78
8394,60549,79
9114,60326,57
9639,60325,61
11790,60267,71
12198,60766,79
12415,60759,79
13367,60666,78
14177,60717,21
14190,60033,78
14196,60363,60
14321,60339,80
15012,60510,68
15732,60973,78
17073,60136,80
17907,60506,79
18515,60883,71
18691,60939,72
18883,60519,75
19993,60229,80
20217,60949,76
21457,60235,27
21860,60284,78
22314,60036,69
22464,60251,72
22899,60902,75
23287,60450,76
23308,60686,72
23372,60647,74
24022,60213,72
24320,60693,77
24650,60824,68
24965,60902,64
25654,60548,66
25832,60551,58
25979,60437,78
26523,60994,73
26735,60670,74
26750,60372,71
28502,60153,65
28683,60128,79
29417,60219,69
29516,60391,77
29914,60008,65
30335,60512,80
30528,60295,80
30800,60704,75
31069,60244,72
31279,60345,74
31494,60278,79
32245,60194,80
32933,60712,80
34923,60013,69
34935,60030,69
36361,60005,76
36361,60517,75
37763,60711,80
38418,60291,80
39359,60088,70
41790,60571,63
42783,60418,72
43240,60471,72
43874,60233,74
43976,60393,73
44411,60112,79
44847,60567,78
45952,60312,71
46919,60489,74
47882,60635,73
48517,60873,80
49045,60116,73
49249,60067,74
50706,60031,80
51318,60484,79
51643,60281,72
51703,60405,75
52099,60256,67
53195,60715,75
53481,60319,75
53753,60042,78
53754,60042,67
56337,60351,79
57750,60531,75
58000,60337,64
58527,60350,77
62101,60877,74
62838,60082,80
64649,60494,79
65381,60793,80
65449,60735,48
69385,60090,73
69468,60676,76
69563,60884,61
75832,60422,74
75854,60442,38
76241,60179,76
79365,60181,68
80934,60721,73
82465,60269,68
85403,60623,70
89692,60379,68
90967,60453,77
92807,60453,55
95520,60778,74
96044,60085,68
96732,60633,77
97594,60146,68
98761,60704,75
99525,60096,79
102418,60465,73
102757,60874,80
104543,60789,76
107407,60792,64
107433,60743,75
107869,60225,70
110483,60325,75
113487,60016,76
114385,60539,70
116988,60296,71
117532,60342,68
120427,60324,60
120569,60994,68
120618,60416,79
121884,60709,73
122930,60330,76
123835,60017,70
123960,60381,64
125684,60631,62
127565,60718,31
130170,60623,79
130758,60930,70
134034,60336,76
136175,60991,75
136310,60287,69
136769,60528,74
141049,60447,69
143587,60983,78
143808,60892,72
144406,60214,62
147208,60097,67
150570,60169,78
151809,60920,65
154013,60150,67
155447,60913,73
159583,60124,67
161877,60124,73
162555,60609,77
167468,60783,75
168831,60767,80
169362,60272,64
175212,60106,78
175274,60842,68
176192,60047,72
179454,60462,73
183528,60450,78
184596,60356,75
185707,60105,73
185901,60903,75
185955,60101,80
186273,60697,72
189894,60885,68
192118,60820,70
192165,60320,57
195537,60437,80
196313,60861,80
196715,60155,80
200050,60386,80
202495,60353,78
203412,60787,80
203441,60262,67
205967,60146,71
209961,60923,80
211021,60563,79
212751,60408,74
212929,60474,80
215620,60965,73
217242,60386,75
217928,60226,62
220631,60231,80
221109,60772,77
221143,60054,73
225363,60205,59
225861,60026,62
227242,60796,76
229167,60099,70
229999,60340,76
230021,60381,76
231072,60550,71
231964,60670,53
233835,60086,80
241204,60045,71
243738,60672,75
244049,60890,79
244222,60535,80
245588,60043,75
247998,60481,77
248107,60823,59
248752,60468,58
250939,60831,76
251073,60971,79
252316,60136,80
252981,60498,74
253508,60362,66
255320,60649,59
256353,60585,77
256590,60636,76
259020,60714,68
259122,60671,60
260907,60999,68
261422,60049,56
263539,60089,72
268106,60397,68
270891,60132,76
272780,60410,65
272881,60612,76
279601,60711,66
281126,60349,65
282575,60838,63
283436,60018,70
283865,60946,70
284641,60667,69
285521,60129,62
286483,60100,71
287107,60779,80
289549,60960,71
291040,60349,74
292366,60668,73
293252,60165,79
293292,60159,57
295055,60507,64
296313,60422,80
298683,60824,65
298709,60615,62
299153,60279,76
299487,60856,70
302398,60405,80
303015,60149,79
303052,60324,77
303365,60641,53
304729,60618,80
305289,60520,79
306311,60467,79
306319,60012,79
306429,60178,75
307017,60878,75
307329,60422,77
307399,60993,77
307971,60063,78
308019,60422,71
309451,60756,70
310075,60506,59
310665,60601,62
311780,60101,73
313895,60022,66
313913,60812,79
316149,60256,72
317588,60203,72
318197,60098,49
320058,60631,67
320106,60687,66
320109,60984,79
320139,60756,58
320391,60582,75
321059,60797,77
322443,60379,74
322747,60459,55
323410,60335,76
326072,60913,72
326855,60693,48
327539,60180,79
328104,60330,72
329741,60084,77
329832,60298,75
330808,60848,73
331213,60994,80
331369,60730,70
331635,60664,75
332483,60691,80
332558,60002,78
333008,60759,50
333011,60091,71
334064,60827,79
334857,60148,65
336133,60213,73
337247,60671,80
338750,60826,70
341214,60815,80
341740,60754,80
343191,60916,73
343266,60101,53
345424,60197,70
345849,60445,67
346792,60832,79
349399,60649,78
349580,60273,78
350087,60275,64
350280,60471,69
350636,60133,49
350911,60474,78
351681,60386,76
352048,60058,72
353337,60411,70
353399,60469,71
353401,60051,76
356531,60465,73
356534,60473,69
358270,60704,61
358458,60853,66
359390,60024,64
359628,60687,77
359932,60302,75
404,61223,55
878,61650,80
1276,61314,58
1575,61076,67
1898,61923,73
3781,61767,80
3978,61000,62
4055,61893,80
4238,61533,55
4574,61727,76
5181,61880,58
5426,61692,71
6198,61831,54
6550,61029,80
6578,61534,76
7748,61439,75
8841,61865,76
11385,61002,79
12094,61585,75
12818,61805,52
13267,61125,46
14055,61254,80
14332,61422,62
15770,61774,79
15890,61209,78
15904,61075,58
16080,61580,57
16229,61721,78
17435,61548,75
18291,61706,65
19018,61907,72
19530,61718,69
22336,61762,76
22709,61894,76
22888,61553,76
22921,61043,80
22958,61377,76
22969,61524,77
23388,61558,72
23902,61476,80
24211,61816,78
24464,61862,74
24515,61047,79
24780,61079,66
24785,61189,78
25512,61038,67
25743,61421,63
26048,61850,68
26088,61297,78
26412,61040,71
29235,61245,79
29487,61193,75
29639,61698,60
29659,61547,70
30223,61014,78
30496,61905,63
36417,61550,75
38166,61734,73
38177,61456,78
38206,61378,79
39597,61089,79
40133,61484,77
40187,61282,77
40649,61593,69
40996,61778,78
41299,61386,78
43496,61885,80
43989,61521,55
44408,61129,76
44774,61430,79
44947,61290,68
46047,61703,65
48640,61716,79
48910,61128,76
50329,61999,67
50560,61452,76
50832,61286,78
50896,61406,79
51449,61448,74
52238,61582,79
54040,61141,78
54854,61323,80
56245,61464,76
57394,61003,80
57515,61797,71
58770,61166,76
59285,61109,45
59851,61763,75
61474,61794,66
61494,61633,79
62665,61739,71
64223,61850,57
64334,61797,73
64546,61913,77
64807,61584,79
69086,61362,65
69641,61215,74
70875,61752,80
71311,61656,72
72275,61507,57
73346,61459,79
73416,61482,66
74314,61753,67
75400,61077,59
76624,61169,55
78262,61850,62
79255,61243,76
79544,61217,80
80707,61324,77
80730,61751,72
81255,61826,79
84164,61407,78
84230,61232,77
85121,61949,68
85661,61603,77
85680,61279,78
85891,61038,75
86035,61477,59
87341,61359,79
88333,61676,78
94478,61515,38
94695,61082,79
95534,61759,71
97420,61543,67
97880,61350,74
99420,61480,57
99524,61495,77
99652,61478,69
100130,61923,66
100620,61451,77
103409,61016,60
105714,61308,78
107087,61242,68
107706,61857,80
108318,61018,76
110991,61453,77
112100,61877,70
113009,61757,64
114520,61533,73
115710,61157,73
125818,61460,80
132531,61833,75
133344,61962,56
135069,61945,72
138191,61676,74
138198,61682,77
138586,61423,50
139847,61588,75
142104,61731,74
148764,61116,60
164710,61716,80
165840,61654,70
168042,61204,74
172268,61779,57
173086,61082,56
173086,61082,70
176782,61402,66
177663,61355,78
178032,61709,80
179222,61549,60
179586,61465,65
179813,61334,76
180995,61404,75
185114,61310,63
185519,61591,64
186904,61153,80
189740,61029,70
190767,61156,60
192200,61379,72
194628,61717,67
196033,61758,80
207440,61489,57
209383,61494,62
210696,61679,74
214656,61959,80
220514,61262,62
221015,61098,68
224664,61667,72
224820,61094,80
227958,61857,80
229828,61375,73
230863,61586,78
232164,61727,69
234522,61421,80
237169,61442,66
237469,61338,78
245713,61435,72
245946,61697,68
245946,61697,58
245998,61514,25
248335,61234,77
249540,61172,63
253045,61665,78
253513,61647,80
254203,61475,70
255161,61024,75
256040,61184,76
257031,61160,66
257120,61365,75
257918,61810,80
259789,61757,71
262892,61684,73
263751,61872,51
264292,61705,80
264428,61954,79
264769,61337,79
265324,61606,79
268402,61044,78
268929,61396,73
272396,61990,78
272471,61881,71
272691,61185,80
280419,61547,67
281076,61048,59
281088,61939,73
285681,61484,79
286779,61302,80
287444,61977,69
288890,61565,76
289215,61998,79
289432,61341,78
291033,61203,75
293020,61958,78
297037,61411,65
297591,61209,66
298549,61686,79
300472,61369,76
300892,61031,74
301388,61996,51
302567,61346,66
302810,61655,80
305227,61404,78
306257,61298,79
306476,61555,78
307277,61338,79
308118,61208,79
308484,61743,70
309086,61799,78
309283,61364,69
310541,61452,78
311323,61842,32
312239,61119,78
312535,61962,78
313423,61777,73
314416,61360,78
315072,61497,74
316291,61825,79
317057,61061,78
319573,61788,72
319635,61184,52
319781,61858,66
321113,61702,73
322262,61433,70
322650,61884,78
322655,61714,76
323487,61800,77
326362,61121,41
327329,61273,54
327481,61743,78
327742,61617,77
327948,61943,74
328836,61542,56
329324,61295,74
329466,61019,75
329747,61662,70
330347,61974,68
330357,61556,78
330577,61095,79
331175,61360,78
331186,61338,72
332027,61590,80
332117,61248,72
332190,61022,73
334799,61060,80
335125,61577,80
336795,61912,63
337171,61456,72
337636,61624,75
338472,61778,65
341033,61512,67
341046,61728,72
341929,61271,74
342219,61161,76
342844,61697,70
342845,61697,58
343301,61283,80
345363,61564,64
345875,61476,80
346619,61440,67
347334,61656,80
347545,61242,80
348871,61866,80
349113,61963,65
350003,61150,69
350060,61970,56
351066,61588,79
351289,61367,77
351460,61435,75
351587,61087,65
352043,61470,80
353228,61884,78
354753,61302,74
355631,61679,60
355880,61181,77
356014,61789,68
357141,61272,79
357265,61367,79
357552,61104,80
357678,61876,76
358070,61878,70
358185,61293,79
358234,61002,72
358555,61606,74
358675,61839,70
359331,61026,57
359385,61991,77
173,62176,69
1057,62288,58
3090,62893,69
3255,62728,75
3304,62041,66
3706,62840,80
3895,62111,80
4620,62203,64
5831,62314,70
7401,62064,67
7673,62354,74
8250,62932,41
8414,62789,79
8640,62903,76
8649,62590,80
8797,62989,71
9052,62686,67
10702,62766,78
11260,62529,62
12858,62921,67
14508,62826,77
15710,62609,70
16350,62357,80
16596,62761,65
16641,62671,75
16665,62955,80
16968,62653,65
17558,62716,77
17584,62511,77
18323,62829,69
19872,62861,77
20522,62807,77
23001,62329,66
23389,62527,67
23482,62150,79
24468,62797,72
24553,62352,67
25392,62677,80
26800,62568,78
27497,62151,79
28976,62363,76
29070,62198,72
29865,62906,78
30784,62190,79
31366,62955,79
36960,62890,73
37088,62219,76
39743,62591,67
39765,62575,76
40005,62602,74
40602,62358,74
41104,62257,77
42723,62368,78
44124,62610,61
46964,62639,71
47226,62385,64
50521,62741,75
50586,62730,78
51340,62485,80
51382,62946,75
53036,62268,68
53759,62525,75
54335,62934,80
55451,62648,57
56822,62475,80
57995,62607,79
58086,62345,67
58540,62067,80
58836,62226,79
59415,62778,79
60730,62421,73
61222,62322,76
61534,62102,67
61680,62345,75
61854,62391,79
61955,62333,69
61964,62330,68
64433,62347,57
65346,62245,80
65364,62669,80
66042,62032,69
67494,62706,77
69097,62909,78
72123,62655,79
73824,62064,76
77209,62196,69
77417,62479,66
78380,62691,65
79348,62014,75
80094,62654,49
82942,62985,76
85390,62607,80
85997,62357,80
87269,62808,65
90284,62317,78
92074,62621,80
93029,62969,78
95367,62401,73
95595,62104,73
96522,62690,66
98071,62765,71
98323,62886,79
101022,62963,61
101462,62650,75
106585,62844,76
106723,62547,77
107028,62336,80
107536,62136,64
108117,62262,76
108725,62137,77
110649,62866,68
112900,62502,70
113237,62608,74
116614,62830,65
118218,62885,79
118619,62136,76
118878,62044,67
124821,62507,55
126051,62300,77
128264,62851,79
130476,62210,74
131095,62442,78
131719,62279,72
137574,62447,78
138425,62767,79
143444,62828,76
144088,62791,73
145363,62705,79
149516,62130,74
150310,62201,79
150876,62565,71
152592,62915,69
156631,62347,78
157084,62916,79
160835,62212,73
167448,62986,78
168519,62282,75
169764,62183,66
170148,62364,79
170822,62717,79
173266,62094,75
174352,62196,63
174405,62713,72
175077,62396,70
178246,62924,78
179187,62887,77
181415,62933,58
184918,62359,78
190203,62043,80
190391,62713,60
191829,62781,59
192705,62986,73
196595,62042,59
197031,62690,73
197459,62229,65
200862,62802,80
207188,62848,74
207446,62808,77
208687,62377,70
209265,62792,72
213342,62705,78
216224,62936,72
216740,62509,75
222728,62780,75
225061,62917,80
229324,62771,66
229868,62129,78
229968,62474,63
230655,62047,60
231920,62276,65
232338,62099,59
232504,62714,80
236667,62599,52
240149,62087,78
241314,62325,78
242029,62235,67
244524,62423,70
245811,62481,77
248174,62855,73
250276,62308,70
253688,62100,69
254091,62370,69
256133,62172,79
258136,62875,55
259244,62579,79
259714,62550,71
263794,62462,66
265186,62553,79
267265,62799,66
267746,62301,78
269083,62611,76
269109,62620,76
271243,62658,72
271378,62317,79
271608,62952,77
275328,62417,75
275851,62780,80
277829,62538,72
279390,62527,57
280235,62750,59
282842,62654,74
283049,62329,79
283974,62383,80
284322,62397,63
284671,62825,77
285629,62706,66
285870,62094,69
290449,62801,79
290763,62606,73
291611,62557,59
293445,62613,73
293793,62659,76
295145,62665,80
295145,62665,79
297441,62559,69
298797,62598,80
299317,62877,74
300304,62392,66
300418,62153,75
302237,62077,69
302897,62079,56
304336,62138,74
304903,62258,57
307396,62994,42
307919,62462,79
308024,62491,72
308288,62394,80
308797,62469,76
309100,62014,78
309154,62432,78
310228,62809,79
311383,62396,79
312313,62530,80
313332,62151,78
313844,62421,76
313922,62955,78
314344,62849,79
314688,62503,80
316502,62922,64
319386,62939,79
319646,62586,24
321069,62994,74
321441,62574,66
321824,62101,68
322021,62096,64
322763,62264,80
324294,62305,69
324480,62082,47
325776,62150,80
326180,62774,79
326222,62461,58
326427,62308,74
328146,62712,66
328450,62614,70
328472,62600,79
328757,62009,70
329067,62895,76
329723,62698,49
329840,62760,80
330164,62488,67
331252,62786,47
331287,62280,50
332117,62731,78
334078,62316,71
334553,62804,54
335462,62262,71
335752,62419,60
336827,62712,78
340857,62671,65
341147,62190,79
342185,62938,57
342873,62972,65
343127,62441,78
343927,62306,79
343993,62432,57
344197,62727,75
345300,62942,80
347242,62909,68
347245,62816,71
349437,62988,76
349849,62740,54
350043,62618,76
350144,62213,58
350281,62012,77
350412,62825,80
351210,62283,42
352705,62289,76
352829,62100,74
354088,62430,80
354705,62135,64
356324,62172,77
356503,62670,77
357209,62214,79
357209,62215,53
357471,62214,77
357870,62276,79
359544,62610,80
359934,62992,72
857,63641,62
1514,63680,73
2137,63204,61
2360,63954,68
2733,63410,75
4239,63553,78
4738,63288,76
9856,63044,76
9966,63227,76
11932,63764,80
12568,63171,79
12784,63102,74
12858,63781,67
13242,63924,79
14053,63826,77
14612,63714,75
15110,63554,80
15137,63029,79
15814,63086,77
16749,63773,69
16905,63694,74
17083,63587,74
17921,63363,75
22586,63858,80
22825,63348,73
23063,63621,78
23180,63594,66
23851,63082,64
24196,63414,76
25687,63891,75
25916,63821,79
26790,63654,74
26943,63851,54
28599,63670,34
29605,63642,78
31505,63172,72
32666,63598,80
33981,63236,63
34558,63880,76
34738,63948,76
35152,63874,68
35745,63837,77
35802,63602,74
36074,63042,76
36078,63536,70
37160,63188,76
38878,63243,69
38928,63635,76
39118,63126,73
39139,63497,71
41144,63690,79
41145,63208,79
41667,63006,67
42709,63646,75
43097,63409,67
43376,63646,77
44494,63280,74
46317,63029,75
47710,63787,78
51645,63195,70
53661,63889,77
54016,63288,66
54018,63180,80
54996,63870,68
55539,63217,40
56510,63345,45
57402,63297,58
57662,63707,61
58302,63483,80
58440,63390,67
59030,63229,80
59356,63072,49
60841,63281,80
61630,63746,72
62976,63041,70
64801,63958,79
65423,63833,71
65750,63346,79
69866,63221,77
71438,63260,71
72542,63625,69
73022,63505,44
74316,63403,74
74550,63030,80
75579,63770,78
75879,63080,77
75890,63087,75
77441,63833,80
77678,63597,67
78661,63127,68
