ra,dec,phot_g_mean_mag
211897,-48330,88
211906,-48471,90
211972,-48991,84
212087,-48261,86
212492,-48412,85
212756,-48497,82
213069,-48392,82
213107,-48144,88
213603,-48147,81
214273,-48171,84
214801,-48607,87
215451,-48072,83
216257,-48377,87
216659,-48909,89
216923,-48091,84
217194,-48128,90
217249,-48697,87
217663,-48614,90
217720,-48286,90
217745,-48508,86
217756,-48682,85
217759,-48836,87
217818,-48288,86
218082,-48951,89
218250,-48872,89
219314,-48250,88
219515,-48810,81
219695,-48881,89
220681,-48800,83
220823,-48226,90
221008,-48109,90
222046,-48581,88
222844,-48620,84
223105,-48752,89
223316,-48120,87
223512,-48804,89
223553,-48470,90
224837,-48471,89
224892,-48208,88
225790,-48789,85
226339,-48172,81
226779,-48146,83
226997,-48548,88
227074,-48370,86
227238,-48565,86
227247,-48139,88
227283,-48659,86
227613,-48637,83
228052,-48909,89
228061,-48572,87
228453,-48308,82
228590,-48507,86
228988,-48530,88
229057,-48340,85
229447,-48593,86
229579,-48500,88
229684,-48907,90
229863,-48508,88
230021,-48886,82
230534,-48132,88
230960,-48002,83
231058,-48330,90
231065,-48546,86
231214,-48826,90
231320,-48891,88
231417,-48319,89
231590,-48142,90
231746,-48831,90
232127,-48632,85
232133,-48979,85
232979,-48312,84
233079,-48030,86
233504,-48997,84
233564,-48091,85
233723,-48657,88
233737,-48652,90
234422,-48621,90
235178,-48192,88
235454,-48839,90
235512,-48286,84
235803,-48854,81
235818,-48875,87
235841,-48120,83
236273,-48161,89
236446,-48610,89
236461,-48249,84
236718,-48001,87
236903,-48642,90
236909,-48396,89
236967,-48830,89
237005,-48516,90
237017,-48985,89
237849,-48261,89
238078,-48178,87
238377,-48308,88
238473,-48612,90
239962,-48724,88
240182,-48222,89
240208,-48577,85
240772,-48591,90
240789,-48723,90
240922,-48211,87
241272,-48828,82
241279,-48359,88
241288,-48089,87
241715,-48783,86
242013,-48026,90
242166,-48579,89
242781,-48965,85
242839,-48940,88
242869,-48983,89
243454,-48915,90
243646,-48324,86
243764,-48854,90
243800,-48632,86
244729,-48699,89
244793,-48025,87
244964,-48519,84
245072,-48229,86
245518,-48518,87
245599,-48990,88
245789,-48641,83
246105,-48384,89
246150,-48222,86
246243,-48602,82
246645,-48125,88
246891,-48761,90
247054,-48747,83
247220,-48585,90
247311,-48955,90
247511,-48915,85
247514,-48356,84
247917,-48430,82
248026,-48809,81
248318,-48437,87
248529,-48881,86
248529,-48080,87
248712,-48997,89
248855,-48699,84
248980,-48718,89
249546,-48220,90
249758,-48747,81
249931,-48829,83
250131,-48004,87
250335,-48763,88
250358,-48754,84
250370,-48797,88
250433,-48064,89
250539,-48543,87
250572,-48004,88
250789,-48771,88
250820,-48087,87
250980,-48512,81
251394,-48801,90
251769,-48932,88
251899,-48349,81
251904,-48337,81
252229,-48298,83
252364,-48452,90
252749,-48533,89
252825,-48596,84
252991,-48590,82
253043,-48192,84
253169,-48503,86
253358,-48004,88
253821,-48805,88
253830,-48831,90
253974,-48148,88
255140,-48174,86
255591,-48919,90
255800,-48602,89
256309,-48438,88
256530,-48419,85
256881,-48248,90
256892,-48980,85
256893,-48576,87
257074,-48132,87
257777,-48763,90
258231,-48877,89
258309,-48589,90
258360,-48435,85
258703,-48708,81
259212,-48884,86
259301,-48491,88
259413,-48151,89
259616,-48095,85
259617,-48535,85
259686,-48896,87
259700,-48496,87
259738,-48159,88
259799,-48141,85
260185,-48596,84
260384,-48980,87
260631,-48991,86
260721,-48119,86
261002,-48024,88
261042,-48505,90
261389,-48122,90
261543,-48735,84
261555,-48591,87
261584,-48834,83
261944,-48736,84
262448,-48599,85
262549,-48126,87
263287,-48566,88
263580,-48587,88
263612,-48558,86
263725,-48633,87
263797,-48663,85
264158,-48696,85
264448,-48046,87
265356,-48031,90
265474,-48031,85
265495,-48611,88
265637,-48657,83
266218,-48183,82
266659,-48928,82
266660,-48203,82
266713,-48008,83
267181,-48245,83
267828,-48273,88
267912,-48186,89
268184,-48923,89
268214,-48891,89
268518,-48342,83
268784,-48158,89
268786,-48481,85
269072,-48224,82
269530,-48020,81
269644,-48322,85
269813,-48474,86
269843,-48121,90
270821,-48163,89
271058,-48031,90
271066,-48254,88
271204,-48828,90
271465,-48385,86
272384,-48680,82
272664,-48762,90
272763,-48269,83
273219,-48807,82
273255,-48689,86
273358,-48958,89
273533,-48540,83
273617,-48798,87
273629,-48169,90
274864,-48600,90
275064,-48117,85
275104,-48707,90
275116,-48883,85
276076,-48728,88
277147,-48797,89
277743,-48953,88
277842,-48349,86
277922,-48668,82
278351,-48029,90
278713,-48013,84
278716,-48025,87
278807,-48751,88
278873,-48656,89
279160,-48068,83
279223,-48939,90
280140,-48569,87
280624,-48443,89
280806,-48388,84
281538,-48284,86
281736,-48218,90
282894,-48455,87
283079,-48440,89
283679,-48799,89
283728,-48491,85
283792,-48706,89
283907,-48833,88
284256,-48421,90
285040,-48582,82
285918,-48712,85
286095,-48079,85
286232,-48653,90
286456,-48400,90
286517,-48164,90
286830,-48447,90
286933,-48639,90
286941,-48518,87
287046,-48126,89
287261,-48635,88
287325,-48596,90
287469,-48488,89
287738,-48779,89
288360,-48402,87
289502,-48100,84
289789,-48423,83
290241,-48784,82
290446,-48668,90
291202,-48092,81
291869,-48617,87
292370,-48547,88
292454,-48258,88
292631,-48436,85
292631,-48436,85
293274,-48595,88
293293,-48704,89
294065,-48412,89
294339,-48078,88
294628,-48016,81
294738,-48319,84
294941,-48194,88
295547,-48017,89
295704,-48203,88
296318,-48070,83
296361,-48158,87
296524,-48940,89
296630,-48867,86
296853,-48162,84
297511,-48121,88
298311,-48469,89
298410,-48841,88
298835,-48282,81
299093,-48690,90
299325,-48022,88
299518,-48134,82
299992,-48190,89
299993,-48975,84
300762,-48894,88
301056,-48787,83
301572,-48709,88
302239,-48548,85
302347,-48875,90
302848,-48379,89
303010,-48534,89
303322,-48330,81
303523,-48812,90
303560,-48206,89
303942,-48140,85
304559,-48842,90
304687,-48588,82
305244,-48301,86
305814,-48040,86
305916,-48726,85
306003,-48229,89
306138,-48314,82
306923,-48440,85
307003,-48775,90
307036,-48404,84
307123,-48424,85
307377,-48105,86
307887,-48008,86
309494,-48546,82
310512,-48370,88
310652,-48415,85
314262,-48772,83
314322,-48945,89
314381,-48620,85
314532,-48071,86
314537,-48205,81
316814,-48970,83
317532,-48849,89
317534,-48841,82
317618,-48319,84
317727,-48167,88
319339,-48069,83
320457,-48797,82
322157,-48079,85
323066,-48854,83
323662,-48585,90
324458,-48327,86
324994,-48946,88
325382,-48129,87
325395,-48576,89
325767,-48190,83
325884,-48856,84
326101,-48308,82
327280,-48997,89
328958,-48990,90
329224,-48039,82
329431,-48845,83
330338,-48211,88
330489,-48245,88
330596,-48062,84
330814,-48270,89
331595,-48484,82
332027,-48743,81
332416,-48754,81
332441,-48344,88
332703,-48891,87
333010,-48167,85
333811,-48694,81
334416,-48651,81
334538,-48175,85
337203,-48086,82
337349,-48506,86
337390,-48530,84
337414,-48374,86
338409,-48269,89
340533,-48176,84
341702,-48315,81
345791,-48072,86
347166,-48995,89
348676,-48578,83
348697,-48996,84
348706,-48806,83
348898,-48548,85
349370,-48478,88
351683,-48197,85
352357,-48400,83
353498,-48522,86
353693,-48063,83
353737,-48632,89
355475,-48643,83
356629,-48958,87
357423,-48080,88
358345,-48937,83
1595,-47546,89
3646,-47881,81
7625,-47036,89
8802,-47163,85
9291,-47264,85
10207,-47829,86
10838,-47990,81
10908,-47886,90
12176,-47116,88
12310,-47413,86
12646,-47143,84
13305,-47843,88
14393,-47565,83
14748,-47804,83
17301,-47131,86
17316,-47923,86
17461,-47675,87
20291,-47531,87
20595,-47295,87
20611,-47710,85
21377,-47227,90
22343,-47940,88
23317,-47305,81
23385,-47995,87
24385,-47112,82
24785,-47414,82
24851,-47081,90
25096,-47913,86
28062,-47512,83
28969,-47828,83
31793,-47799,90
32671,-47021,84
32850,-47591,86
33424,-47781,81
33837,-47414,86
34876,-47774,83
35528,-47149,87
35803,-47141,88
36478,-47424,86
36850,-47472,88
37655,-47931,81
37750,-47441,83
39384,-47392,83
39398,-47348,86
41268,-47166,89
42936,-47204,88
46896,-47040,81
48396,-47193,90
48396,-47193,89
49138,-47295,81
51254,-47935,81
52448,-47392,87
53910,-47991,89
57110,-47623,89
57895,-47192,89
58768,-47169,84
59060,-47285,86
60327,-47837,88
61159,-47666,82
61314,-47832,90
61314,-47222,83
61617,-47439,88
61770,-47213,81
62998,-47321,81
63182,-47566,86
65203,-47251,85
66087,-47452,87
66386,-47871,88
67556,-47978,81
69577,-47142,89
71182,-47412,82
73125,-47550,90
73410,-47023,88
74409,-47272,87
74691,-47322,85
75369,-47098,84
76376,-47112,89
77594,-47005,85
78370,-47875,90
78372,-47875,86
78730,-47196,85
79012,-47468,83
79212,-47229,89
79548,-47380,84
80551,-47049,88
81346,-47094,81
82630,-47200,86
83100,-47957,88
83284,-47663,81
83341,-47089,89
84060,-47835,87
84548,-47569,89
85861,-47822,83
86395,-47383,84
88118,-47875,89
88714,-47642,81
88828,-47714,82
89337,-47801,87
89680,-47598,90
90559,-47417,83
91012,-47446,90
92221,-47719,87
92845,-47138,87
93058,-47676,86
93599,-47345,83
93976,-47034,88
94058,-47829,82
94231,-47747,83
94458,-47367,86
95026,-47431,85
95031,-47209,89
95929,-47816,89
96105,-47406,85
96538,-47900,90
97249,-47501,87
97692,-47478,86
98490,-47312,88
98940,-47282,88
98958,-47987,81
99181,-47795,85
99571,-47166,89
99601,-47371,88
99639,-47734,89
99825,-47962,88
100064,-47296,83
100553,-47924,88
100683,-47928,86
100898,-47993,89
101436,-47560,90
101633,-47693,85
101802,-47154,89
101816,-47424,86
102096,-47620,84
103124,-47427,90
104001,-47496,90
105928,-47765,87
106298,-47403,90
106379,-47703,83
107080,-47840,85
107558,-47396,87
108590,-47110,87
110119,-47281,90
110450,-47769,88
110511,-47030,81
110741,-47127,83
110879,-47955,84
111433,-47233,89
111896,-47096,86
112610,-47477,89
113412,-47975,90
113520,-47139,82
114403,-47624,87
114678,-47554,88
114723,-47976,90
114756,-47175,89
114881,-47548,81
114937,-47058,83
116401,-47586,81
116556,-47690,85
117038,-47276,85
118096,-47082,86
118105,-47227,89
118110,-47392,84
118593,-47307,87
118660,-47051,90
118687,-47496,90
119038,-47316,83
119198,-47469,81
119628,-47392,82
119710,-47682,87
120204,-47811,85
120299,-47473,85
120312,-47352,85
120371,-47301,87
120397,-47243,89
121006,-47061,83
121304,-47045,85
121524,-47118,89
121788,-47931,87
121963,-47082,85
122055,-47726,81
122074,-47751,83
122091,-47158,88
122094,-47683,88
122108,-47602,82
122235,-47824,85
122507,-47818,81
122705,-47699,81
123469,-47212,83
123635,-47327,88
123676,-47140,81
123871,-47596,83
123981,-47541,87
124000,-47186,88
124120,-47830,89
124302,-47665,82
124311,-47733,84
124429,-47014,88
124543,-47257,90
124581,-47135,87
124582,-47134,84
125014,-47428,84
125034,-47660,83
125432,-47631,90
125706,-47095,90
126015,-47693,87
126530,-47607,87
126813,-47803,85
126867,-47729,87
126948,-47674,84
127049,-47673,87
127133,-47439,84
127409,-47929,85
127569,-47638,82
127643,-47118,90
127797,-47666,82
127840,-47444,86
127879,-47914,90
127930,-47815,88
128344,-47040,88
128519,-47856,88
128548,-47369,86
128810,-47960,81
129171,-47498,87
129199,-47669,87
129312,-47199,88
129853,-47928,82
129854,-47517,87
130262,-47460,88
130316,-47575,85
130478,-47754,90
130502,-47665,89
130505,-47422,86
130532,-47925,82
130681,-47240,81
130767,-47016,90
130779,-47687,87
130779,-47090,84
131277,-47200,89
131420,-47931,83
131480,-47576,88
131536,-47395,81
131581,-47469,81
131803,-47906,88
132123,-47538,85
132127,-47639,89
132608,-47793,90
132783,-47274,83
132889,-47572,89
132954,-47706,85
133192,-47333,88
133288,-47249,90
133490,-47184,87
133611,-47693,87
133746,-47592,86
133752,-47416,85
134233,-47046,87
134656,-47083,90
134940,-47307,85
135049,-47118,86
135106,-47256,90
135369,-47582,83
135874,-47404,81
135883,-47930,90
136283,-47046,88
136464,-47769,85
136501,-47643,89
136855,-47933,89
136866,-47878,86
136910,-47563,82
137162,-47668,81
137554,-47132,89
138282,-47036,84
138592,-47419,87
138648,-47814,90
139040,-47275,90
139936,-47622,90
140199,-47570,89
140228,-47028,86
140356,-47653,89
140371,-47211,84
140399,-47160,87
140420,-47320,89
140586,-47467,90
140656,-47748,81
140743,-47674,82
140743,-47317,81
140962,-47059,82
141828,-47741,88
142636,-47604,85
142749,-47386,83
142925,-47267,88
142963,-47374,90
143751,-47027,85
144557,-47933,85
144599,-47523,86
144847,-47769,88
144847,-47734,87
144918,-47992,87
145295,-47803,88
145692,-47805,87
146034,-47915,87
146051,-47087,88
146437,-47331,89
146507,-47179,86
146525,-47619,85
146606,-47374,89
146755,-47713,84
146850,-47603,86
147050,-47471,81
147629,-47970,87
147873,-47296,89
147875,-47626,82
147902,-47939,88
148204,-47430,88
148527,-47095,88
149061,-47699,87
149110,-47063,81
149203,-47761,88
149255,-47659,90
149530,-47038,87
149567,-47411,88
150098,-47241,89
150191,-47355,87
150328,-47533,89
150439,-47903,87
150614,-47291,90
150752,-47500,85
151105,-47912,82
151132,-47998,90
151202,-47993,84
151226,-47980,87
151315,-47789,81
151821,-47947,85
153231,-47475,81
153883,-47286,82
154973,-47099,84
155214,-47041,89
156831,-47663,83
156996,-47979,88
157275,-47776,85
158025,-47889,87
158034,-47921,88
158231,-47436,87
158242,-47014,87
158364,-47859,89
158498,-47530,85
158888,-47258,87
158892,-47296,82
158999,-47182,86
159435,-47308,90
159485,-47632,90
159507,-47473,90
159997,-47848,83
160016,-47101,89
160507,-47061,90
160577,-47010,87
160798,-47610,87
160891,-47043,89
161616,-47633,89
161710,-47734,88
161809,-47271,84
162454,-47766,82
163599,-47492,84
163969,-47575,85
164781,-47376,81
165767,-47471,84
165965,-47994,90
166550,-47642,90
166671,-47669,89
166701,-47357,82
166753,-47296,89
167028,-47192,90
167651,-47373,88
167789,-47844,90
167792,-47904,82
167864,-47650,87
168278,-47673,90
169812,-47495,86
169918,-47869,89
170114,-47147,87
170288,-47005,89
171105,-47506,84
171396,-47499,84
172430,-47913,84
172846,-47903,90
173931,-47860,88
174295,-47392,87
174337,-47091,81
174352,-47157,90
174649,-47964,87
176042,-47810,87
176390,-47228,84
176725,-47175,89
177127,-47555,85
177162,-47097,89
180555,-47225,90
180578,-47092,81
180956,-47424,86
181023,-47367,86
182626,-47611,85
183182,-47661,90
183449,-47314,85
185019,-47799,89
185076,-47798,89
185123,-47172,86
185367,-47269,83
185407,-47519,84
185949,-47546,90
187025,-47335,85
187236,-47874,83
187255,-47961,90
187874,-47693,88
188218,-47582,85
188589,-47129,87
190632,-47267,87
190703,-47927,82
191601,-47424,87
193337,-47181,81
193814,-47785,85
193975,-47971,86
194888,-47180,85
195353,-47286,87
196247,-47397,89
196679,-47527,88
196931,-47293,87
197167,-47907,82
197799,-47289,86
198658,-47635,87
198854,-47519,83
199597,-47103,88
200181,-47198,85
200380,-47645,82
200974,-47786,81
201084,-47898,89
201184,-47600,88
201345,-47633,82
201454,-47525,88
201693,-47329,84
201812,-47956,89
202018,-47705,86
202157,-47622,89
202439,-47418,90
202512,-47389,89
202595,-47973,83
202956,-47917,89
203066,-47419,90
203314,-47282,85
203369,-47536,81
203556,-47243,83
203745,-47602,87
204025,-47697,85
204187,-47501,89
204343,-47538,84
204422,-47944,90
204542,-47964,82
204661,-47914,86
204886,-47556,82
205361,-47002,86
205750,-47356,90
205970,-47659,89
206017,-47087,90
206552,-47325,82
206968,-47405,88
207075,-47482,85
207390,-47370,89
207394,-47369,81
207554,-47020,90
207937,-47114,83
208009,-47872,90
208053,-47287,88
208911,-47687,89
208924,-47866,90
209098,-47121,90
209240,-47423,85
209371,-47905,82
210147,-47138,86
210961,-47391,85
212398,-47474,84
212748,-47337,87
212991,-47366,84
213571,-47840,86
213843,-47237,90
214529,-47854,90
214949,-47576,83
215329,-47458,87
215564,-47133,82
215865,-47522,84
215969,-47877,89
216273,-47277,87
216331,-47011,89
216443,-47230,90
216787,-47778,90
217410,-47227,84
217555,-47447,85
217806,-47529,90
217828,-47350,86
218098,-47752,85
218215,-47201,84
218359,-47953,88
218377,-47709,85
218965,-47074,90
219080,-47496,89
219200,-47827,87
219265,-47114,84
219284,-47015,88
219554,-47383,84
220038,-47837,85
220198,-47468,88
220253,-47061,89
220366,-47445,88
220420,-47954,85
221046,-47255,82
221347,-47102,86
221407,-47695,85
221849,-47301,89
222019,-47263,87
222350,-47623,87
222367,-47036,90
222419,-47510,87
222602,-47555,85
222700,-47720,88
222818,-47407,87
222866,-47683,87
223180,-47014,82
223192,-47077,87
223602,-47215,82
223955,-47038,88
224635,-47442,84
224699,-47026,85
224851,-47799,90
225380,-47040,90
225541,-47969,89
225636,-47881,88
225705,-47938,88
226108,-47977,85
226293,-47427,85
226298,-47576,90
226474,-47116,90
226602,-47007,88
226786,-47735,89
226807,-47989,87
226810,-47396,89
226896,-47100,88
226949,-47689,84
227077,-47832,87
227436,-47717,85
227683,-47652,89
227973,-47580,87
228326,-47806,90
228786,-47819,85
228955,-47950,85
228965,-47234,87
228983,-47158,81
229339,-47212,90
229627,-47902,90
229969,-47384,84
230038,-47757,88
230254,-47358,88
230650,-47922,84
230650,-47922,81
230666,-47855,83
231192,-47780,87
231240,-47769,81
232101,-47630,89
232169,-47138,85
232284,-47879,84
232868,-47193,90
233069,-47471,87
233099,-47632,89
233219,-47416,90
233280,-47812,83
233329,-47196,90
233399,-47075,84
233740,-47240,87
233841,-47132,86
233869,-47850,89
234198,-47573,88
234351,-47417,88
235276,-47862,85
235637,-47037,89
236150,-47395,90
236376,-47668,90
236690,-47132,89
236932,-47418,86
237000,-47846,89
237281,-47031,83
237722,-47460,83
237919,-47382,85
239437,-47554,90
239858,-47480,85
240182,-47890,81
240387,-47176,87
241239,-47051,85
241501,-47641,88
242172,-47355,85
242417,-47595,89
242419,-47261,85
242572,-47915,88
242972,-47905,82
243966,-47574,83
244019,-47933,85
245235,-47008,84
245326,-47140,85
245443,-47106,86
245728,-47159,90
246291,-47435,89
247122,-47198,89
247176,-47013,82
248228,-47299,81
248296,-47683,85
248520,-47618,86
248742,-47101,86
249173,-47337,90
249175,-47079,89
249294,-47131,89
249547,-47245,85
249740,-47401,81
249794,-47035,81
249802,-47311,90
250178,-47669,85
250320,-47227,87
250410,-47427,87
250569,-47016,86
250900,-47600,90
251075,-47064,87
251169,-47038,88
251373,-47001,85
251639,-47081,84
251736,-47788,82
251914,-47247,87
252327,-47688,90
252395,-47023,83
252482,-47795,90
252556,-47503,90
252818,-47971,87
253278,-47582,89
253725,-47378,89
253774,-47907,85
253899,-47458,87
254052,-47755,86
254058,-47284,84
254067,-47195,89
254150,-47831,87
254289,-47850,86
254485,-47091,84
254535,-47241,87
254838,-47679,90
255416,-47355,88
255466,-47187,90
255618,-47497,90
255739,-47365,90
256014,-47440,86
256263,-47241,90
256264,-47241,85
256589,-47126,85
256621,-47846,85
256667,-47852,90
256761,-47003,81
256960,-47709,86
257432,-47178,83
257568,-47061,88
257795,-47832,89
258584,-47139,86
258702,-47403,81
259040,-47283,89
259078,-47124,81
259093,-47577,89
259251,-47948,89
259678,-47301,89
259891,-47356,84
260211,-47533,90
260393,-47965,88
260888,-47322,83
260985,-47520,89
261365,-47674,89
261638,-47914,84
261839,-47941,83
262476,-47006,83
262489,-47045,90
262741,-47479,85
262773,-47363,85
262842,-47154,89
262903,-47873,89
263408,-47409,86
263639,-47676,86
263700,-47367,90
264117,-47045,90
264150,-47130,87
264153,-47215,83
264261,-47160,88
265182,-47373,89
265250,-47859,88
265500,-47781,85
265847,-47565,87
265908,-47174,83
265976,-47631,86
266024,-47874,84
266081,-47141,90
266134,-47441,84
266409,-47323,89
266478,-47371,89
266559,-47157,86
266671,-47626,86
266826,-47303,85
267271,-47702,83
267340,-47338,86
267933,-47239,87
268026,-47274,84
268185,-47072,84
268481,-47392,85
268576,-47427,84
268656,-47024,81
268880,-47979,84
269407,-47344,86
269720,-47062,83
269868,-47917,87
269894,-47408,89
270057,-47748,85
270081,-47531,83
270306,-47886,83
270342,-47050,81
270349,-47172,88
270891,-47144,85
271585,-47367,82
271868,-47804,87
272041,-47946,83
272250,-47242,87
272386,-47760,89
272459,-47709,84
272622,-47495,89
272666,-47141,85
273474,-47109,89
273671,-47370,89
273918,-47541,83
274250,-47388,88
274440,-47863,86
274673,-47564,85
274871,-47232,84
274874,-47145,85
274996,-47302,89
275140,-47978,86
275482,-47724,81
275614,-47479,84
275724,-47548,90
276270,-47966,89
276277,-47011,88
276367,-47988,87
276523,-47587,89
276870,-47810,90
277122,-47146,87
277211,-47888,86
277632,-47233,84
277852,-47820,86
278138,-47875,86
278356,-47495,88
279599,-47337,87
279927,-47062,82
280103,-47609,85
280325,-47264,87
280421,-47064,88
280641,-47672,84
280641,-47130,87
280865,-47001,86
280876,-47161,83
281172,-47596,83
281179,-47882,82
281397,-47595,83
281499,-47049,81
282269,-47543,82
282314,-47730,81
283129,-47187,87
283506,-47275,88
283712,-47660,90
283786,-47623,90
285151,-47189,89
285642,-47810,90
286201,-47549,81
286911,-47855,88
287717,-47161,88
288419,-47580,84
288481,-47354,83
289380,-47321,86
289554,-47377,88
290670,-47043,89
292324,-47810,82
292354,-47581,86
292604,-47478,86
293808,-47645,87
294052,-47919,90
294338,-47523,82
294722,-47515,88
295425,-47826,89
296277,-47698,81
299094,-47738,87
299939,-47550,90
301460,-47379,87
302030,-47182,88
302141,-47312,86
302566,-47332,87
302666,-47195,90
302768,-47215,85
302968,-47074,87
303002,-47993,81
305158,-47577,83
305549,-47485,90
306660,-47962,84
307489,-47983,90
308152,-47243,82
308543,-47837,88
309500,-47571,85
310664,-47184,86
310908,-47727,82
311368,-47221,90
311402,-47622,87
313288,-47777,88
313499,-47890,84
314952,-47126,89
315116,-47021,90
316401,-47823,83
317990,-47799,90
318110,-47909,89
319370,-47034,85
319489,-47273,86
320091,-47298,88
321296,-47907,89
321841,-47159,88
321887,-47933,89
322538,-47759,90
323081,-47233,88
325283,-47493,86
325353,-47899,87
327061,-47283,82
327352,-47979,85
327908,-47819,85
328232,-47735,90
328503,-47021,87
329463,-47547,89
329741,-47141,83
330106,-47798,88
330230,-47213,82
330343,-47866,86
330401,-47556,86
330633,-47677,86
331521,-47935,86
331802,-47853,90
334230,-47234,86
334961,-47993,83
336321,-47570,83
337628,-47961,85
337763,-47299,87
338189,-47870,84
338657,-47597,86
339251,-47811,88
339413,-47829,88
340278,-47605,82
340760,-47748,87
341575,-47604,86
344685,-47186,88
345782,-47897,88
346418,-47874,85
347358,-47761,84
349231,-47202,90
349846,-47229,90
350996,-47961,83
352619,-47570,86
352974,-47971,86
353393,-47866,82
353856,-47724,90
354073,-47466,84
355277,-47451,89
356245,-47903,83
357317,-47127,90
357577,-47454,86
358110,-47757,88
358417,-47589,90
358883,-47860,90
359002,-47944,87
1928,-46545,85
3660,-46617,82
6498,-46974,90
7495,-46682,90
10008,-46912,86
10216,-46822,86
12611,-46482,87
12913,-46689,84
14726,-46517,88
14871,-46613,86
17393,-46266,84
19031,-46836,86
19712,-46152,90
19785,-46629,87
20543,-46222,84
22860,-46622,84
25397,-46007,83
25600,-46681,88
26305,-46064,87
27173,-46796,88
27327,-46492,87
28425,-46034,90
31028,-46374,87
32095,-46373,87
32250,-46370,87
32577,-46441,85
35935,-46970,82
39033,-46255,87
40893,-46457,87
43835,-46205,87
44200,-46724,87
44242,-46308,83
44457,-46559,88
45576,-46552,85
49189,-46133,90
49910,-46197,88
50742,-46661,90
51824,-46967,89
52025,-46262,89
52771,-46615,87
53266,-46722,86
53272,-46779,82
54351,-46979,84
57339,-46744,88
58391,-46873,83
58523,-46273,84
59840,-46757,86
63445,-46186,85
66728,-46172,90
66882,-46590,86
67283,-46534,84
67688,-46522,86
67782,-46539,90
68392,-46922,90
69002,-46356,86
69108,-46276,85
70077,-46293,85
70141,-46502,90
70837,-46454,82
70881,-46992,89
70972,-46186,88
71942,-46044,88
72522,-46179,84
73235,-46634,83
74062,-46450,88
74251,-46703,88
75147,-46657,87
75591,-46520,87
76974,-46269,85
78287,-46664,89
78408,-46524,87
79176,-46933,90
80234,-46649,89
80344,-46279,86
82198,-46546,89
82444,-46590,89
83809,-46945,88
84073,-46023,81
84170,-46189,88
84540,-46108,89
86098,-46211,82
87693,-46867,87
87809,-46345,87
89115,-46717,89
89203,-46537,90
89993,-46608,90
90023,-46250,85
90202,-46013,88
90335,-46330,84
90573,-46226,88
90638,-46774,90
91207,-46823,87
92344,-46280,90
92374,-46348,90
92385,-46677,88
92390,-46350,90
92465,-46556,88
92799,-46188,89
92923,-46326,87
93567,-46183,83
93575,-46605,86
93919,-46132,83
93941,-46893,90
94492,-46691,86
94953,-46018,85
95055,-46105,85
95410,-46880,90
95414,-46162,85
95506,-46708,88
95812,-46824,82
95863,-46868,88
96226,-46936,82
96251,-46497,88
96267,-46093,83
96690,-46989,83
96857,-46076,85
97327,-46892,89
97551,-46456,90
97872,-46460,89
98529,-46480,90
98665,-46510,85
99150,-46468,88
99599,-46982,82
99672,-46175,84
100165,-46378,89
100535,-46473,89
101425,-46931,84
102526,-46716,86
102667,-46803,88
103049,-46348,90
103099,-46048,82
103454,-46427,82
103866,-46104,90
104254,-46813,88
104337,-46771,82
104355,-46522,87
104773,-46194,84
104914,-46047,90
105303,-46231,85
105703,-46221,84
105969,-46417,83
105984,-46884,89
106816,-46617,85
107982,-46631,87
108431,-46597,88
108921,-46723,87
109006,-46867,89
109012,-46609,89
109096,-46792,88
109150,-46238,82
109171,-46355,84
109331,-46293,86
109335,-46366,88
109555,-46197,89
109650,-46820,84
110170,-46005,89
110629,-46510,84
111016,-46593,90
111317,-46248,86
111504,-46014,90
111796,-46272,88
112229,-46166,84
112808,-46184,86
112970,-46732,90
113032,-46942,85
113061,-46115,90
113367,-46129,90
113529,-46644,87
114406,-46310,90
114816,-46291,90
115061,-46782,89
115458,-46910,86
115922,-46205,87
116226,-46570,88
116288,-46336,86
116621,-46942,88
116947,-46523,83
117046,-46371,88
117087,-46401,87
117126,-46951,89
117181,-46063,87
117236,-46622,90
117333,-46377,89
117355,-46344,90
117691,-46327,85
117845,-46703,88
117881,-46265,83
118298,-46699,87
119202,-46046,82
119377,-46007,90
119937,-46903,88
120012,-46629,88
120047,-46518,89
120260,-46833,84
120266,-46492,84
120621,-46129,90
120632,-46500,84
120653,-46823,81
120863,-46308,82
120923,-46570,87
120952,-46289,85
121080,-46917,90
121339,-46283,85
122136,-46261,88
122221,-46806,81
122236,-46007,84
122296,-46998,88
122465,-46839,86
122636,-46004,86
122790,-46297,86
122825,-46121,89
123264,-46423,89
123397,-46982,90
124088,-46258,89
124696,-46059,81
124699,-46944,89
124904,-46440,84
125273,-46999,83
125305,-46484,89
125738,-46100,85
125927,-46972,88
126377,-46634,87
127102,-46955,82
127232,-46772,86
127459,-46994,90
127938,-46127,81
128083,-46030,89
128114,-46593,84
128471,-46228,86
128553,-46871,87
129079,-46262,85
129210,-46322,84
129389,-46560,82
129659,-46782,84
129745,-46227,89
129767,-46227,88
129769,-46229,88
130448,-46627,90
130679,-46477,84
130851,-46318,89
130903,-46101,86
130904,-46011,85
130969,-46499,87
131223,-46343,81
131348,-46687,89
131434,-46859,84
131700,-46807,87
131702,-46496,86
131860,-46049,86
132001,-46282,90
132087,-46911,90
132306,-46193,88
132317,-46552,85
132609,-46248,86
132637,-46055,83
132687,-46050,89
132703,-46310,88
132887,-46610,82
133342,-46036,88
133418,-46356,90
133846,-46891,84
133946,-46868,84
133960,-46342,83
134076,-46333,87
