ra,dec,phot_g_mean_mag
233426,-14922,86
233523,-14869,81
233885,-14816,84
233925,-14754,89
234308,-14114,84
234390,-14736,90
234550,-14101,88
237395,-14541,88
237446,-14824,86
237993,-14637,90
238038,-14687,88
239231,-14040,89
239257,-14381,82
239534,-14461,83
241176,-14910,81
241857,-14758,84
242745,-14384,82
243241,-14035,83
243566,-14161,86
243746,-14639,81
245097,-14104,90
245834,-14806,89
247276,-14683,87
247414,-14585,90
247633,-14547,89
248266,-14709,90
249161,-14235,88
249574,-14681,81
249691,-14095,90
249854,-14920,90
250850,-14871,82
250948,-14042,90
250952,-14151,83
253204,-14354,83
253575,-14352,88
254839,-14735,88
255967,-14284,89
256150,-14571,89
256268,-14167,88
256271,-14718,86
256512,-14341,88
256959,-14692,85
257061,-14085,88
258541,-15000,82
259250,-14260,87
259555,-14799,84
260184,-14162,83
260611,-14020,87
260991,-14270,90
261558,-14697,90
261992,-14270,87
262326,-14258,84
262634,-14773,89
262670,-14409,81
262925,-14128,89
263426,-14432,84
263828,-14357,82
263888,-14325,84
263907,-14269,86
264152,-14029,82
264210,-14786,88
264632,-14717,85
264958,-14489,87
265224,-14258,82
265395,-14965,88
265517,-14359,88
265871,-14954,83
266226,-14813,83
266310,-14467,89
266335,-14804,90
266640,-14757,84
267536,-14232,84
267576,-14330,89
267666,-14330,84
267877,-14727,87
268526,-14908,86
268716,-14348,90
268830,-14077,89
268999,-14369,86
269302,-14526,84
269898,-14184,87
270040,-14790,81
270491,-14391,81
270552,-14495,89
270620,-14500,87
270871,-14458,89
271234,-14716,89
271649,-14719,89
271758,-14387,85
271759,-14594,87
271859,-14989,88
271859,-14067,82
271975,-14280,82
271988,-14003,90
272445,-14194,89
273018,-14504,89
273309,-14435,85
273709,-14865,87
273926,-14333,89
274063,-14645,84
274121,-14246,85
274157,-14659,90
274380,-14452,88
274443,-14919,85
274601,-14684,87
274602,-14175,89
274611,-14072,90
274773,-14194,88
275064,-14847,86
275232,-14654,82
275415,-14258,90
275630,-14106,88
275686,-14363,83
275902,-14886,90
276080,-14164,90
276135,-14753,82
276136,-14776,85
276531,-14794,81
277188,-14189,90
277259,-14836,90
277305,-14643,90
277475,-14071,88
277505,-14209,89
277824,-14114,87
277854,-14359,87
277889,-14310,84
278726,-14701,88
278730,-14703,81
278733,-14102,87
278837,-14685,82
278952,-14427,81
279053,-14116,81
279077,-14910,90
279636,-14855,89
279794,-14410,85
280079,-14759,90
280105,-14557,88
280246,-14889,86
280286,-14757,87
280593,-14588,90
280605,-14645,82
280693,-14466,89
280802,-14683,90
280919,-14439,87
281219,-14353,88
281693,-14848,85
282612,-14385,83
282849,-14684,82
283681,-14342,88
283956,-14953,83
283961,-14816,81
284083,-14263,83
284654,-14769,85
285186,-14321,87
285763,-14880,83
286023,-14584,90
286516,-14865,84
286776,-14069,85
286915,-14301,81
287385,-14585,89
287806,-14045,83
287937,-14031,88
288210,-14239,81
288511,-14805,81
288635,-14465,86
289034,-14932,90
289249,-14560,88
289367,-14501,87
289619,-14346,85
289666,-14804,88
289713,-14144,89
289956,-14267,87
290667,-14126,83
290691,-14066,89
290749,-14916,89
291103,-14001,88
291123,-14619,84
292069,-14685,90
292916,-14491,86
293129,-14325,89
293149,-14601,85
293563,-14822,88
294251,-14899,90
294387,-14402,87
294408,-14336,85
294452,-14766,85
294519,-14986,86
294563,-14924,82
294733,-14365,90
294755,-14569,87
294795,-14127,90
294956,-14028,90
295047,-14378,83
295303,-14583,90
295512,-14074,81
295571,-14971,85
296683,-14882,89
297007,-14567,85
297250,-14387,84
297312,-14594,82
297594,-14937,81
297711,-14588,89
297783,-14603,86
298051,-14804,86
298428,-14174,83
298779,-14270,89
299574,-14320,87
300295,-14682,90
301162,-14999,88
301750,-14474,89
302445,-14278,86
303437,-14196,82
303653,-14334,83
303841,-14790,81
303894,-14368,84
303908,-14890,90
304016,-14287,87
304594,-14849,85
304764,-14850,89
305056,-14740,84
305301,-14824,87
305316,-14471,86
305404,-14048,89
305650,-14606,90
305761,-14585,90
306016,-14986,89
306327,-14819,81
306379,-14124,88
306501,-14710,88
307124,-14701,86
309152,-14107,85
309722,-14700,88
311188,-14960,85
312116,-14906,86
312373,-14004,87
312424,-14419,90
312657,-14802,89
312807,-14594,89
313181,-14998,84
313583,-14172,86
313871,-14616,87
314774,-14085,83
314828,-14135,85
315064,-14473,85
315660,-14131,85
316280,-14145,90
316848,-14008,90
317001,-14002,89
317110,-14904,85
317516,-14269,85
317761,-14061,83
317980,-14959,81
317992,-14047,86
318094,-15000,81
318434,-14649,81
318625,-14147,81
318848,-14721,90
318872,-14402,84
319079,-14032,90
319150,-14823,81
319216,-14477,89
319890,-14384,90
319890,-14054,89
320568,-14920,85
321245,-14363,90
322208,-14827,90
322628,-14427,84
323639,-14629,83
323929,-14062,89
325527,-14621,89
326538,-14442,86
326795,-14683,87
327138,-14166,88
328340,-14190,81
329794,-14510,84
330288,-14190,89
330580,-14343,89
331431,-14871,90
331618,-14088,85
332169,-14644,86
332430,-14561,89
333050,-14225,81
334310,-14158,88
334649,-14632,89
335036,-14775,90
335124,-14555,85
335322,-14974,82
335785,-14211,83
335931,-14311,87
337452,-14813,88
338107,-14169,86
338138,-14917,86
339053,-14036,85
339253,-14631,90
339316,-14973,90
339622,-14059,86
342640,-14732,88
343324,-14267,89
343627,-14818,86
344431,-14448,85
344478,-14291,86
344891,-14234,90
344945,-14261,86
345201,-14259,81
346104,-14142,82
346398,-14398,84
346664,-14864,90
346684,-14968,90
347281,-14364,84
348677,-14446,86
348874,-14539,88
349135,-14491,86
349790,-14249,89
351462,-14156,89
351586,-14709,90
352186,-14036,90
352233,-14312,88
352865,-14697,86
354354,-14217,88
354592,-14609,89
355733,-14578,90
357300,-14919,87
357419,-14778,85
357530,-14297,90
358209,-14085,84
84,-13394,90
588,-13419,90
886,-13227,84
2597,-13984,88
3153,-13610,81
3853,-13055,85
4264,-13061,87
5195,-13631,85
5551,-13466,87
5718,-13515,85
5802,-13168,82
6525,-13078,86
6597,-13780,89
7316,-13560,88
7645,-13715,85
7994,-13309,87
8184,-13487,85
8210,-13258,86
9780,-13255,90
9878,-13622,90
9984,-13080,82
10016,-13885,81
11677,-13761,82
11972,-13339,90
12821,-13115,86
14251,-13029,90
14704,-13661,88
16478,-13039,85
17046,-13255,88
18264,-13963,89
20452,-13560,90
20583,-13980,84
20876,-13924,82
21324,-13658,88
21569,-13894,83
22186,-13635,87
22896,-13691,87
25851,-13699,90
25980,-13150,84
26211,-13834,85
26930,-13198,83
27844,-13442,90
28658,-13914,82
29945,-13317,82
30642,-13142,83
31130,-13813,83
31627,-13905,88
32461,-13208,89
32522,-13458,87
36434,-13893,90
37449,-13248,84
37486,-13973,85
38432,-13149,84
38603,-13801,83
38819,-13814,88
39222,-13231,90
39606,-13362,88
39728,-13003,85
39865,-13335,81
40443,-13610,87
41742,-13341,85
43055,-13085,88
44195,-13238,81
44341,-13314,88
45047,-13066,82
46517,-13435,88
46564,-13258,84
47361,-13348,90
48824,-13490,84
49558,-13829,82
49602,-13869,89
50526,-13273,85
50669,-13779,90
51235,-13562,90
51456,-13068,82
53233,-13234,86
53349,-13609,89
53503,-13066,82
53531,-13834,84
54463,-13961,84
54972,-13630,89
55321,-13998,90
55351,-13305,90
56037,-13403,88
56426,-13333,89
57135,-13537,84
57433,-13886,87
57971,-13587,90
58268,-13664,82
59040,-13765,90
59056,-13925,88
59196,-13330,89
59276,-13630,86
59380,-13375,85
61062,-13845,83
61636,-13211,88
62198,-13149,89
62279,-13288,88
62335,-13440,89
63562,-13882,81
63568,-13221,90
64077,-13385,88
64092,-13931,81
64358,-13479,83
64699,-13268,89
64784,-13330,88
65049,-13456,86
65460,-13882,82
66505,-13280,83
66831,-13238,90
66985,-13465,84
67245,-13662,85
67818,-13358,89
68354,-13446,88
70057,-13015,81
71633,-13420,90
72237,-13246,88
72545,-13809,90
72589,-13635,81
72911,-13409,84
72912,-13429,88
73118,-13519,88
73913,-13057,86
74074,-13148,84
74189,-13707,90
74270,-13634,90
74369,-13448,86
75171,-13504,88
75333,-13089,83
76027,-13831,81
76536,-13650,85
77128,-13738,90
77545,-13731,90
77687,-13878,86
78398,-13661,84
78770,-13820,89
78930,-13654,85
79663,-13799,82
79855,-13129,89
79911,-13591,85
80473,-13879,82
81322,-13737,87
81590,-13939,82
81879,-13792,88
82202,-13543,90
82453,-13454,84
82601,-13499,87
82661,-13633,83
83224,-13784,87
83566,-13564,88
84041,-13822,86
84262,-13669,90
84680,-13773,87
84713,-13549,84
84974,-13871,89
85189,-13682,82
85857,-13122,89
86489,-13203,82
87124,-13654,84
87132,-13420,88
87898,-13805,81
87921,-13898,87
88793,-13983,85
90012,-13962,90
90177,-13277,90
90219,-13206,86
90973,-13518,87
90984,-13950,82
91336,-13417,84
91666,-13426,89
92232,-13104,88
92763,-13801,85
92919,-13078,89
92953,-13222,83
93022,-13616,88
93036,-13148,86
93331,-13672,88
93396,-13467,89
93523,-13898,86
93747,-13123,90
93845,-13494,88
94893,-13669,88
94910,-13555,85
95070,-13249,89
95421,-13696,90
95733,-13964,89
95961,-13743,85
96504,-13141,85
96563,-13064,86
96596,-13720,84
96638,-13552,87
97229,-13380,86
97882,-13717,87
98149,-13314,89
98421,-13344,81
98432,-13664,88
99038,-13799,90
99163,-13087,85
99389,-13997,88
99515,-13470,88
99587,-13820,86
99607,-13052,81
99998,-13964,88
100160,-13284,86
100321,-13975,89
100368,-13107,83
100580,-13069,90
100816,-13862,90
100855,-13071,90
100887,-13196,82
101079,-13558,89
101516,-13838,90
101795,-13493,90
102089,-13441,88
102089,-13441,85
102095,-13464,83
102339,-13702,86
102352,-13395,81
102525,-13613,88
102760,-13232,85
102780,-13483,87
102971,-13125,87
103004,-13222,89
103366,-13869,85
103399,-13699,89
103467,-13186,87
103537,-13751,85
104869,-13698,81
105059,-13587,89
105167,-13149,86
105501,-13510,85
105637,-13219,90
105945,-13958,88
105956,-13964,89
106055,-13739,85
106091,-13799,90
106161,-13943,89
106218,-13147,83
106743,-13676,89
106856,-13448,89
107060,-13269,90
107150,-13990,90
107738,-13201,87
108178,-13890,88
108275,-13126,83
108881,-13565,88
108964,-13288,85
109011,-13943,83
109047,-13728,90
109137,-13766,90
109514,-13701,86
109516,-13694,87
109746,-13638,86
109754,-13460,83
109969,-13772,83
110298,-13629,84
110383,-13004,83
110402,-13466,88
110755,-13967,89
110812,-13687,90
110850,-13350,82
110930,-13924,89
111003,-13684,86
111151,-13984,84
111246,-13812,89
111446,-13057,88
111482,-13802,87
111564,-13128,86
111694,-13634,88
111896,-13625,85
112040,-13133,86
112100,-13188,89
112280,-13770,87
112455,-13920,84
112651,-13441,82
112741,-13470,85
112854,-13654,84
113048,-13066,83
113328,-13118,86
113412,-13596,86
113468,-13694,85
113500,-13460,82
114176,-13064,89
114196,-13999,86
114387,-13307,84
114481,-13816,90
114531,-13311,90
114553,-13297,86
114567,-13850,83
114755,-13703,81
115134,-13029,82
115153,-13322,82
115419,-13783,87
115604,-13849,83
115760,-13473,81
116233,-13695,82
116465,-13531,88
116572,-13450,87
116726,-13352,83
116985,-13038,88
117103,-13502,81
117139,-13225,90
117328,-13274,87
117456,-13881,85
117468,-13763,86
117507,-13534,87
117547,-13558,90
117696,-13173,83
118192,-13008,86
118662,-13910,85
118742,-13285,81
118880,-13366,83
118963,-13668,82
118993,-13913,90
119287,-13395,88
119297,-13183,90
119717,-13316,85
119761,-13897,81
119843,-13980,88
119851,-13331,86
119950,-13850,82
120070,-13839,82
120344,-13225,90
120621,-13585,89
120796,-13646,87
121465,-13028,85
121486,-13960,82
121571,-13273,90
121610,-13116,87
123176,-13480,82
123237,-13856,81
123602,-13451,89
124319,-13808,88
124801,-13608,83
125084,-13929,90
125319,-13589,90
125559,-13622,86
125976,-13626,81
126891,-13835,81
127043,-13234,86
128220,-13699,86
128306,-13622,83
128323,-13459,86
128569,-13677,89
129115,-13820,87
129239,-14000,83
130061,-13567,84
130150,-13513,89
130394,-13753,90
130456,-13814,86
130485,-13919,86
130543,-13538,90
131005,-13360,88
131792,-13200,90
131796,-13063,82
131843,-13478,84
132159,-13667,84
132273,-13017,81
132626,-13308,82
132729,-13682,81
133070,-13346,89
133262,-13205,88
133437,-13837,85
133458,-13290,81
133686,-13403,88
133842,-13315,88
134121,-13932,88
134219,-13698,83
135078,-13405,89
135167,-13167,81
136167,-13256,82
136305,-13094,83
136501,-13215,89
137316,-13161,89
137327,-13193,90
137582,-13169,87
138025,-13408,90
138046,-13369,88
138083,-13858,88
138911,-13960,88
139173,-13295,90
139194,-13858,85
139423,-13756,90
140539,-13468,86
140723,-13822,84
141246,-13289,89
141403,-13331,81
141557,-13499,88
142732,-13510,82
142903,-13061,88
142968,-13729,86
143133,-13881,90
143212,-13260,85
143321,-13190,87
143609,-13867,86
144063,-13563,89
144276,-13767,86
144289,-13673,84
144415,-13297,86
144531,-13530,88
144626,-13747,90
145369,-13961,89
145456,-13684,89
145480,-13435,81
145547,-13060,85
145772,-13899,83
146031,-13723,82
148013,-13756,88
148288,-13542,88
148316,-13947,88
148962,-13480,90
149388,-13213,90
149631,-13304,90
149845,-13740,82
151403,-13556,88
151980,-13531,82
151993,-13840,87
152141,-13036,90
152991,-13563,85
153659,-13558,88
154462,-13527,83
155090,-13788,84
155574,-13675,84
155856,-13595,88
155995,-13321,82
156010,-13668,87
156104,-13100,89
157267,-13800,83
159128,-13843,85
159207,-13538,88
160043,-13401,90
160110,-13281,83
160137,-13511,82
160232,-13094,89
160970,-13873,89
161649,-13567,90
162817,-13798,86
163582,-13050,90
163593,-13091,88
163624,-13998,84
163862,-13433,90
166025,-13599,89
166216,-13270,90
166553,-13064,82
166805,-13661,81
167241,-13237,84
168324,-13803,88
169237,-13076,89
169276,-13150,82
169509,-13022,84
169570,-13424,90
169791,-13157,88
170952,-13576,90
171009,-13374,85
174775,-13415,90
175581,-13221,90
179815,-13587,85
180949,-13901,85
181199,-13748,90
182492,-13435,82
182891,-13691,88
183608,-13014,89
183827,-13262,90
183852,-13446,87
185393,-13681,87
185501,-13662,83
185520,-13490,90
185691,-13116,89
186361,-13338,88
186632,-13795,82
186960,-13592,85
187272,-13301,81
187519,-13393,89
187875,-13564,87
188195,-13723,87
190806,-13059,86
191088,-13706,85
191604,-13396,88
192204,-13389,84
192259,-13632,89
192517,-13062,90
193280,-13307,90
193425,-13645,84
193555,-13987,86
193961,-13612,85
194455,-13134,89
195443,-13170,89
195482,-13819,86
195903,-13379,89
197026,-13118,81
197555,-13092,89
197995,-13587,85
199541,-13980,90
199706,-13196,87
200073,-13194,88
201021,-13888,86
201593,-13057,87
201673,-13021,84
201920,-13310,90
202001,-13575,90
203201,-13801,89
203274,-13193,84
203638,-13444,86
204118,-13157,84
204730,-13805,88
205489,-13028,87
205617,-13560,81
206142,-13235,88
206265,-13859,83
208923,-13740,81
209196,-13878,89
210930,-13022,87
211489,-13074,90
212035,-13372,86
212541,-13346,90
213234,-13748,83
214182,-13733,90
214356,-13970,87
214880,-13711,82
215906,-13710,89
216929,-13390,85
217234,-13766,81
217691,-13606,89
217773,-13468,86
218533,-13247,90
219280,-13158,90
219509,-13267,89
219548,-13075,86
219924,-13981,90
220329,-13929,82
220946,-13121,86
221162,-13168,86
221526,-13765,87
223947,-13206,82
224114,-13289,88
224391,-13705,88
224566,-13826,88
225073,-13533,90
227166,-13825,87
227393,-13561,89
227589,-13302,87
228019,-13251,87
228218,-13722,90
230268,-13819,87
230708,-13596,82
230716,-13800,85
230811,-13919,86
230953,-13064,88
230980,-13777,85
231642,-13988,85
232026,-13519,86
232598,-13996,89
233393,-13511,89
233770,-13672,88
234151,-13715,84
234314,-13374,82
234354,-13662,82
234442,-13098,89
234860,-13912,82
234928,-13898,89
235182,-13854,87
235869,-13126,83
237346,-13971,85
237665,-13395,89
238217,-13615,90
238651,-13683,90
238769,-13873,87
240086,-13116,84
240369,-13115,83
241100,-13364,84
241147,-13214,83
241148,-13378,89
242015,-13003,83
242053,-13936,81
242102,-13137,84
242896,-13623,90
243085,-13739,82
243128,-13705,90
243539,-13996,90
243781,-13224,87
244125,-13647,89
244329,-13682,89
244974,-13550,88
245088,-13681,88
245826,-13979,90
246082,-13643,81
246329,-13179,85
246567,-13616,85
247011,-13103,85
247060,-13819,83
247708,-13133,83
250254,-13779,83
250343,-13396,83
251696,-13339,84
253640,-13130,88
254596,-13379,89
254820,-13199,90
256623,-13936,81
256623,-13935,81
256892,-13127,85
257556,-13861,89
257636,-13716,86
258347,-13399,90
259401,-13894,84
260103,-13794,86
261177,-13294,83
261402,-13705,88
261681,-13401,88
263815,-13711,84
263885,-13103,86
263941,-13893,90
264006,-13971,83
264114,-13772,89
264614,-13412,87
264659,-13485,88
265338,-13508,90
265448,-13139,86
265563,-13724,89
265603,-13647,88
265688,-13480,90
265902,-13685,87
266019,-13157,89
266120,-13046,86
266230,-13304,85
266238,-13549,82
266589,-13304,81
266833,-13144,90
267407,-13461,83
267765,-13398,89
267797,-13961,89
267804,-13862,81
268020,-13238,88
268076,-13656,83
268271,-13650,89
268850,-13994,84
268897,-13617,88
269475,-13189,87
269868,-13032,83
270137,-13210,87
270386,-13636,88
270467,-13363,89
270486,-13147,82
271138,-13600,87
271760,-13236,87
271810,-13497,90
272040,-13740,89
272281,-13996,90
273932,-13194,81
274419,-13159,90
274592,-13387,90
274615,-13988,88
274650,-13793,86
274667,-13755,90
274734,-13809,88
274745,-13991,81
274963,-13466,90
275113,-13695,88
275328,-13787,89
275825,-13713,84
276160,-13675,89
276168,-13913,89
276398,-13768,86
276669,-13652,90
276781,-13710,88
276960,-13663,87
277020,-13061,84
277349,-13598,84
277489,-13174,90
277648,-13191,84
278384,-13122,88
278393,-13134,90
278526,-13728,89
278578,-13486,84
278933,-13314,86
279104,-13311,84
279702,-13413,88
280197,-13334,81
280237,-13073,88
280294,-13863,81
280398,-13150,89
281105,-13213,85
281416,-13671,81
282518,-13276,87
282844,-13909,81
283497,-13789,89
283545,-13626,83
284681,-13591,85
284789,-13531,82
284856,-13643,84
285119,-13416,87
285308,-13322,90
285545,-13136,89
285671,-13653,86
286493,-13759,81
286933,-13037,82
286978,-13229,81
287337,-13302,82
287538,-13823,88
287897,-13755,90
288378,-13740,90
288947,-13004,89
289597,-13821,86
289623,-13162,87
289765,-13342,86
289818,-13987,88
289947,-13301,90
290126,-13252,90
290138,-13742,84
290330,-13136,86
290596,-13732,86
291191,-13343,82
291985,-13524,90
292855,-13978,82
293323,-13789,89
293833,-13736,90
295608,-13322,83
296132,-13400,84
296371,-13262,81
296510,-13807,82
296538,-13916,90
296694,-13088,89
297063,-13450,87
298510,-13853,85
298734,-13550,83
298772,-13783,83
299069,-13345,87
299723,-13789,89
299736,-13299,90
299863,-13311,90
300120,-13049,86
301435,-13542,85
301531,-13457,90
302504,-13046,82
302562,-13010,83
302875,-13781,84
303547,-13489,85
304108,-13167,89
304371,-13961,87
304939,-13452,82
305182,-13663,90
305777,-13078,90
307068,-13807,87
307098,-13157,84
307104,-13154,87
307751,-13583,90
307970,-13779,87
308190,-13708,86
308203,-13549,90
308203,-13549,90
308256,-13449,87
308553,-13394,87
308836,-13598,87
309007,-13826,89
309455,-13798,88
311122,-13163,90
312075,-13104,87
312292,-13875,90
312656,-13837,90
313140,-13763,86
313467,-13206,83
313609,-13160,89
313682,-13816,89
313846,-13264,89
313951,-13425,90
314773,-13216,89
315424,-13508,84
316594,-13003,85
317137,-13842,83
317202,-13327,87
317349,-13779,84
317973,-13705,82
318311,-13686,89
318505,-13690,84
318811,-13077,89
319011,-13463,83
319071,-13564,85
319386,-13419,90
319588,-13327,82
319647,-13458,88
319830,-13211,89
321303,-13493,81
321923,-13563,83
321980,-13433,88
322267,-13798,88
322932,-13500,85
323053,-13044,88
323163,-13438,87
323196,-13459,89
323439,-13519,89
323682,-13906,85
324102,-13979,89
324180,-13459,86
324263,-13845,90
324564,-13533,83
326327,-13676,81
326370,-13642,88
326442,-13342,82
326862,-13122,89
327363,-13594,86
327893,-13496,84
327970,-13929,90
328202,-13925,89
329228,-13349,85
329348,-13884,90
329470,-13895,89
329601,-13031,85
329908,-13430,87
330289,-13875,89
330321,-13127,90
331968,-13585,85
333204,-13900,90
333252,-13029,87
333342,-13011,90
334211,-13021,90
335205,-13978,89
336117,-13195,90
336269,-13998,84
336283,-13002,88
337268,-13701,88
337899,-13813,87
339472,-13371,84
339477,-13196,89
341217,-13593,88
341243,-13639,83
341336,-13571,90
341528,-13836,81
342921,-13861,82
343847,-13741,89
345717,-13339,85
347671,-13370,84
348451,-13394,90
348840,-13357,87
349269,-13856,87
349474,-13228,84
349733,-13865,88
349767,-13088,89
350361,-13658,86
350657,-13891,89
352563,-13977,90
352811,-13399,89
353080,-13622,85
353095,-13652,90
353096,-13295,84
353937,-13455,84
354070,-13470,83
354640,-13712,81
355327,-13474,87
356045,-13191,85
357164,-13887,88
357909,-13985,85
358880,-13753,86
359064,-13511,88
359779,-13945,90
359856,-13314,89
221,-12829,88
331,-12330,87
1146,-12281,87
1583,-12017,86
4279,-12040,83
5500,-12010,82
6160,-12236,90
6760,-12700,90
8030,-12295,87
9639,-12172,90
10369,-12690,86
10840,-12087,89
13414,-12987,90
13428,-12796,88
14607,-12052,83
15386,-12406,88
16299,-12419,88
17255,-12093,85
17344,-12115,88
19430,-12345,86
19430,-12343,90
20253,-12743,86
20573,-12452,88
21105,-12762,90
21554,-12215,89
22649,-12976,81
22689,-12454,85
23122,-12635,89
23427,-12213,90
23475,-12230,89
23757,-12085,85
24097,-12733,84
24362,-12441,81
24661,-12640,90
24833,-12042,85
25205,-12984,84
25521,-12642,82
25624,-12321,86
27610,-12135,87
27968,-12332,81
28399,-12450,82
28877,-12659,87
29982,-12977,90
30204,-12874,86
30452,-12008,88
31029,-12306,87
32068,-12336,89
32955,-12907,89
34387,-12688,85
34548,-12635,88
34915,-12762,87
35269,-12931,86
35718,-12630,90
37706,-12223,82
38203,-12432,89
38494,-12951,89
38649,-12751,89
40566,-12236,90
40605,-12311,90
41298,-12161,84
43903,-12353,88
44603,-12802,82
45571,-12629,87
45624,-12417,86
46207,-12172,85
46325,-12723,90
48295,-12725,90
48752,-12970,85
49440,-12222,84
49765,-12401,90
50043,-12090,88
50492,-12332,82
51210,-12843,86
51937,-12941,87
52224,-12835,87
52300,-12086,87
52900,-12436,87
53568,-12069,86
55204,-12622,88
56122,-12059,82
56432,-12963,89
56649,-12427,90
58088,-12573,88
58633,-12722,84
59733,-12670,84
59780,-12378,81
59911,-12414,81
60167,-12860,86
61079,-12514,89
61845,-12659,81
62191,-12585,90
62927,-12835,90
63072,-12770,88
63073,-12928,88
63573,-12195,90
64896,-12898,88
66148,-12299,88
66873,-12646,87
66880,-12629,87
66936,-12135,88
66986,-12013,81
67274,-12216,81
67693,-12166,90
68044,-12314,86
68097,-12553,89
68451,-12929,84
68748,-12922,87
68792,-12072,85
68801,-12078,89
68814,-12966,88
69849,-12530,84
70565,-12160,88
71031,-12958,86
72423,-12043,82
72531,-12319,84
72950,-12746,81
73174,-12132,81
73965,-12401,88
74217,-12821,90
74528,-12740,86
74653,-12234,86
74660,-12832,84
74851,-12512,89
75445,-12866,89
75740,-12439,90
75983,-12180,90
76292,-12333,88
77196,-12467,84
77379,-12029,86
78357,-12914,89
78826,-12728,84
78947,-12365,81
79817,-12976,83
80525,-12127,83
82272,-12870,87
83278,-12904,88
83464,-12467,87
83554,-12436,84
83809,-12411,89
84395,-12699,83
84565,-12454,83
84724,-12776,90
85592,-12457,84
86357,-12435,81
86539,-12278,82
86613,-12809,87
87384,-12225,84
88266,-12635,89
88310,-12828,89
88481,-12574,88
89510,-12808,83
89558,-12173,88
89857,-12701,81
90236,-12079,90
90436,-12029,83
90489,-12513,87
90604,-12370,90
90643,-12953,82
90784,-12116,90
90815,-12672,90
91250,-12320,85
91586,-12520,85
91823,-12215,81
92781,-12743,89
93053,-12263,87
93075,-12762,86
93675,-12888,85
93707,-12343,88
93941,-12725,90
93966,-12144,90
93971,-12739,87
94173,-12047,84
94243,-12243,81
94614,-12104,89
94633,-12568,85
94661,-12683,90
94748,-12533,90
94820,-12615,81
95630,-12958,86
95773,-12695,88
95955,-12649,90
96342,-12250,86
96804,-12838,83
97088,-12859,89
97386,-12996,86
97642,-12486,83
97732,-12837,84
97735,-12508,87
98279,-12906,84
98289,-12598,87
98382,-12120,84
98563,-12284,90
98598,-12473,87
98710,-12229,81
99027,-12835,87
99265,-12095,84
99366,-12684,82
99388,-12831,83
99807,-12065,90
100046,-12674,86
100096,-12917,89
100376,-12930,87
100783,-12410,88
101051,-12816,88
101155,-12856,89
101445,-12001,82
101565,-12881,86
102144,-12231,90
102361,-12448,89
102915,-12713,82
102985,-12875,82
103157,-12311,82
103385,-12297,90
103765,-12775,88
104429,-12353,90
104488,-12961,89
104609,-12992,88
104671,-12514,90
104825,-12870,89
105014,-12006,90
105092,-12783,87
105373,-12329,89
105530,-12793,85
105814,-12219,83
105963,-12563,85
106409,-12222,88
106530,-12952,90
106531,-12952,90
107114,-12539,82
107198,-12615,86
107235,-12319,86
107543,-12563,87
107783,-12523,87
107855,-12866,90
108192,-12078,84
108233,-12379,81
108242,-12606,90
108244,-12937,88
108246,-12879,87
108575,-12526,90
108617,-12227,87
109239,-12812,90
109537,-12788,87
109847,-12507,88
110056,-12294,81
110287,-12287,86
110309,-12933,87
110530,-12625,83
110687,-12908,81
110773,-12623,90
110856,-12667,90
110964,-12984,83
111009,-12763,88
111246,-12336,81
111314,-12773,89
111489,-12005,84
111516,-12334,90
111683,-12458,86
111727,-12930,86
111775,-12496,90
111891,-12414,83
112183,-12164,84
112263,-12352,87
112316,-12065,88
112413,-12518,88
112482,-12360,83
112597,-12305,89
112856,-12241,83
113152,-12238,86
113161,-12879,85
113222,-12043,85
113584,-12572,83
113635,-12258,83
113929,-12776,88
114027,-12435,86
114180,-12486,90
114189,-12853,84
114331,-12097,87
114940,-12513,81
115362,-12665,88
115645,-12194,85
115714,-12668,84
115746,-12559,87
115812,-12401,89
115853,-12272,88
115921,-12771,85
116141,-12314,88
116346,-12434,86
116828,-12202,84
116898,-12355,90
116956,-12157,90
116992,-12326,88
117544,-12360,88
117964,-12699,87
117973,-12001,87
118066,-12365,88
118302,-12100,89
118444,-12293,86
118649,-12830,89
118730,-12932,85
118740,-12267,88
119384,-12072,84
120353,-12793,88
120561,-12287,87
120582,-12805,90
120645,-12367,86
120834,-12895,88
121487,-12158,89
122196,-12756,85
122330,-12203,85
122415,-12898,90
122502,-12240,87
122903,-12363,86
124217,-12591,89
124298,-12883,84
125629,-12249,84
125652,-12656,85
125711,-12392,83
125767,-12058,84
125875,-12501,83
125984,-12695,89
126051,-12794,84
126225,-12320,90
126415,-12432,88
127086,-12667,83
127108,-12735,90
127338,-12085,84
127723,-12651,88
128474,-12212,83
128583,-12901,86
128601,-12129,90
128789,-12053,82
128933,-12646,90
129740,-12831,82
129751,-12500,88
130171,-12168,81
130782,-12422,81
130988,-12471,90
131631,-12573,88
131835,-12243,90
132263,-12735,82
132422,-12454,81
132476,-12093,87
132673,-12335,89
133824,-12097,88
134249,-12819,82
134338,-12880,87
134474,-12383,90
135021,-12461,86
135201,-12817,84
135293,-12476,87
135598,-12113,87
135894,-12556,83
135929,-12683,84
136087,-12837,87
136327,-12922,88
136422,-12918,84
136905,-12678,86
136973,-12323,87
137914,-12160,83
137954,-12183,82
138410,-12378,83
138982,-12236,86
139317,-12008,90
139524,-12319,90
140217,-12561,90
140270,-12814,84
141070,-12850,85
141128,-12095,86
141577,-12538,82
141580,-12489,83
141608,-12800,81
143040,-12287,85
143237,-12588,90
143683,-12607,90
